"NAME_SET","nci60","ctrp","gdscDec15","ccle","nciSclc","almanac","sarcoma","lantern","lantnci","ncats","uniSarcoma","tncats","ukhyun","ancats","acc","nob","prism","gdsc1","gdsc2","accorg","pdxEwing"
"GGTI-2418","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ggti-2418","NA","ggti-2418","NA","NA","NA","NA","NA","NA","NA"
"OTX-008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","otx-008","NA","otx-008","NA","NA","NA","NA","NA","NA","NA"
"JNJ-7706621","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","jnj-7706621","NA","jnj-7706621","NA","NA","JNJ-7706621","NA","NA","NA","NA"
"LATREPIRDINE HYDROCHLORIDE|LATREPIRDINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","latrepirdine","NA","latrepirdine","NA","NA","latrepirdine","NA","NA","NA","NA"
"DIETHYLSTILBESTROL [DES]|DIETHYLSTILBESTROL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","diethylstilbestrol","NA","diethylstilbestrol","NA","NA","NA","NA","NA","NA","NA"
"SB-216763","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sb-216763","NA","sb-216763","NA","NA","NA","NA","NA","NA","NA"
"METHYL HESPERIDIN|HESPERIDIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","hesperidin","NA","hesperidin","NA","NA","NA","NA","NA","NA","NA"
"VER155008|VER-155008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ver-155008","NA","ver-155008","NA","NA","NA","NA","NA","NA","NA"
"PF-06821497","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pf-06821497","NA","pf-06821497","NA","NA","NA","NA","NA","NA","NA"
"PRALNACASAN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pralnacasan","NA","pralnacasan","NA","NA","NA","NA","NA","NA","NA"
"UMIFENOVIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","umifenovir","NA","umifenovir","NA","NA","NA","NA","NA","NA","NA"
"SRT-2104","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","srt-2104","NA","srt-2104","NA","NA","NA","NA","NA","NA","NA"
"ADEFOVIR DIPIVOXIL|ADEFOVIR-DIPIVOXIL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","adefovir dipivoxil","NA","adefovir dipivoxil","NA","NA","adefovir-dipivoxil","NA","NA","NA","NA"
"PORFIROMYCIN|METHYL MITOMYCIN C|ENT-50825|N-METHYLMITOMYCIN C|WLN:  T D3 B556 BN EN JV MVTTT&J E1 GO1 H1OVZ KZ L1|PORPHYROMYCIN|METHYLMITOMYCIN|PORFIROMYCINE|MITOMYCIN C, N-METHYL-|AZIRINO[2',3':3,4]PYRROLO[1,2-A]INDOLE-4,7-DIONE,  6-AMI...|PORFIROMYCIN(USAN)|56410","56410","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","porfiromycin","NA","porfiromycin","NA","NA","NA","NA","NA","NA","NA"
"SOTALOL|SOTALOL HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sotalol hydrochloride","NA","sotalol hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"FLUTICASONE PROPIONATE|FLUTICASONE-PROPIONATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fluticasone propionate","NA","fluticasone propionate","NA","NA","fluticasone-propionate","NA","NA","NA","NA"
"OFLOXACIN|(+/-)-FLOXIN|(+/-)-9-FLUORO-2,3-DIHYDRO-3-METHYL-10-(4-METHYL-1-PIPER...|727071","727071","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ofloxacin","NA","ofloxacin","NA","NA","NA","NA","NA","NA","NA"
"A 839977|A-839977","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","a-839977","NA","a-839977","NA","NA","NA","NA","NA","NA","NA"
"LX-7101","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","lx-7101","NA","lx-7101","NA","NA","NA","NA","NA","NA","NA"
"GSK-2256098|GSK2256098C","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gsk-2256098","NA","gsk-2256098","NA","NA","NA","NA","GSK2256098C","NA","NA"
"NCGC00510708","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ncgc00510708","NA","ncgc00510708","NA","NA","NA","NA","NA","NA","NA"
"MG-115","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","mg-115","NA","mg-115","NA","NA","NA","NA","NA","NA","NA"
"AGOMELATINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","agomelatine","NA","agomelatine","NA","NA","NA","NA","NA","NA","NA"
"AZD-8797","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","azd-8797","NA","azd-8797","NA","NA","NA","NA","NA","NA","NA"
"PERHEXILINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","perhexiline","NA","perhexiline","NA","NA","NA","NA","NA","NA","NA"
"FAMCICLOVIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","famciclovir","NA","famciclovir","NA","NA","famciclovir","NA","NA","NA","NA"
"PF-03716556","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pf-03716556","NA","pf-03716556","NA","NA","NA","NA","NA","NA","NA"
"17 ALPHA-PROPIONATE|CLASCOTERONE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","clascoterone","NA","clascoterone","NA","NA","NA","NA","NA","NA","NA"
"MK-0354","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","mk-0354","NA","mk-0354","NA","NA","NA","NA","NA","NA","NA"
"SITAFLOXACIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sitafloxacin","NA","sitafloxacin","NA","NA","NA","NA","NA","NA","NA"
"PRAVASTATIN SODIUM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pravastatin sodium","NA","pravastatin sodium","NA","NA","NA","NA","NA","NA","NA"
"ETHOSUXIMIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ethosuximide","NA","ethosuximide","NA","NA","NA","NA","NA","NA","NA"
"GW-4869","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gw-4869","NA","gw-4869","NA","NA","NA","NA","NA","NA","NA"
"APIGENIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","apigenin","NA","apigenin","NA","NA","NA","NA","NA","NA","NA"
"CEPHALOMANNINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cephalomannine","NA","cephalomannine","NA","NA","cephalomannine","NA","NA","NA","NA"
"CLONIDINE HYDROCHLORIDE|CLONIDINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","clonidine","NA","clonidine","NA","NA","NA","NA","NA","NA","NA"
"SB-265610","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sb-265610","NA","sb-265610","NA","NA","NA","NA","NA","NA","NA"
"OMIGAPIL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","omigapil","NA","omigapil","NA","NA","NA","NA","NA","NA","NA"
"SB612111","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sb612111","NA","sb612111","NA","NA","NA","NA","NA","NA","NA"
"ASTRAGALOSIDE IV|ASTRAGALOSIDE A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","astragaloside a","NA","astragaloside a","NA","NA","NA","NA","NA","NA","NA"
"GSK-25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gsk-25","NA","gsk-25","NA","NA","NA","NA","NA","NA","NA"
"BIMATOPROST","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bimatoprost","NA","bimatoprost","NA","NA","NA","NA","NA","NA","NA"
"ZM 39923|ZM-39923","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","zm-39923","NA","zm-39923","NA","NA","NA","NA","NA","NA","NA"
"FLUVOXAMINE|FLUVOXAMINE MALEATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fluvoxamine maleate","NA","fluvoxamine maleate","NA","NA","NA","NA","NA","NA","NA"
"SR-3677","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sr-3677","NA","sr-3677","NA","NA","NA","NA","NA","NA","NA"
"C 646","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","c 646","NA","c 646","NA","NA","NA","NA","NA","NA","NA"
"THZ-1|THZ1|CS-3167|825089","825089","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","thz1","NA","thz1","NA","NA","NA","NA","NA","NA","NA"
"MIANSERIN HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","mianserin hydrochloride","NA","mianserin hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"SB-408124","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sb-408124","NA","sb-408124","NA","NA","NA","NA","NA","NA","NA"
"GLYCYRRHETINIC ACID|ENOXOLONE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","enoxolone","NA","enoxolone","NA","NA","NA","NA","NA","NA","NA"
"CYPRODIME","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyprodime","NA","cyprodime","NA","NA","NA","NA","NA","NA","NA"
"CLOZAPINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","clozapine","NA","clozapine","NA","NA","NA","NA","NA","NA","NA"
"GB 83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gb 83","NA","gb 83","NA","NA","NA","NA","NA","NA","NA"
"ELVITEGRAVIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","elvitegravir","NA","elvitegravir","NA","NA","NA","NA","NA","NA","NA"
"PF-3845","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pf-3845","NA","pf-3845","NA","NA","PF-3845","NA","NA","NA","NA"
"TACRINE HYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tacrine hydrochloride","NA","tacrine hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"DEACETYL CORTIVAZOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","deacetyl cortivazol","NA","deacetyl cortivazol","NA","NA","NA","NA","NA","NA","NA"
"PERAMIVIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","peramivir","NA","peramivir","NA","NA","NA","NA","NA","NA","NA"
"GSK-864","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gsk-864","NA","gsk-864","NA","NA","NA","NA","NA","NA","NA"
"JAK3I","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","jak3i","NA","jak3i","NA","NA","NA","NA","NA","NA","NA"
"VALGANCICLOVIR HYDROCHLORIDE|VALGANCICLOVIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","valganciclovir","NA","NA","NA","NA","NA","NA","NA"
"BX-471|ZK-811752","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bx-471","NA","bx-471","NA","NA","ZK-811752","NA","NA","NA","NA"
"BRL-15572","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","brl-15572","NA","brl-15572","NA","NA","NA","NA","NA","NA","NA"
"TENATOPRAZOLE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tenatoprazole","NA","tenatoprazole","NA","NA","NA","NA","NA","NA","NA"
"NIBR-17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nibr-17","NA","nibr-17","NA","NA","NA","NA","NA","NA","NA"
"BELIZATINIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","belizatinib","NA","belizatinib","NA","NA","NA","NA","NA","NA","NA"
"M-344","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","m-344","NA","m-344","NA","NA","M-344","NA","NA","NA","NA"
"THIAZOVIVIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","thiazovivin","NA","thiazovivin","NA","NA","NA","NA","NA","NA","NA"
"TELOTRISTAT ETIPRATE (LX 1606 HIPPURATE)|TELOTRISTAT ETIPRATE|TELOTRISTAT-ETHYL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","telotristat etiprate","NA","telotristat etiprate","NA","NA","telotristat-ethyl","NA","NA","NA","NA"
"TELITHROMYCIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","telithromycin","NA","telithromycin","NA","NA","NA","NA","NA","NA","NA"
"TG-46","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tg-46","NA","tg-46","NA","NA","NA","NA","NA","NA","NA"
"POLYMYXIN B SULFATE|POLYMYXIN B SULPHATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","polymyxin b sulphate","NA","polymyxin b sulphate","NA","NA","NA","NA","NA","NA","NA"
"ROLAPITANT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rolapitant","NA","rolapitant","NA","NA","NA","NA","NA","NA","NA"
"ORY-1001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ory-1001","NA","ory-1001","NA","NA","NA","NA","NA","NA","NA"
"SOLCITINIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","solcitinib","NA","solcitinib","NA","NA","NA","NA","NA","NA","NA"
"EFT508|TOMIVOSERTIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tomivosertib","NA","tomivosertib","NA","NA","NA","NA","NA","NA","NA"
"NCGC00244250-01|NCGC00244250","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ncgc00244250","NA","ncgc00244250","NA","NA","NA","NA","NA","NA","NA"
"INDOMETHACIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","indomethacin","NA","indomethacin","NA","NA","NA","NA","NA","NA","NA"
"ZOSUQUIDAR TRIHYDROCHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","zosuquidar trihydrochloride","NA","zosuquidar trihydrochloride","NA","NA","NA","NA","NA","NA","NA"
"NMS-859","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nms-859","NA","nms-859","NA","NA","NA","NA","NA","NA","NA"
"PROPYLTHIOURACIL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","propylthiouracil","NA","propylthiouracil","NA","NA","NA","NA","NA","NA","NA"
"NPS-1034","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nps-1034","NA","nps-1034","NA","NA","NA","NA","NA","NA","NA"
"MAVACAMTEN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","mavacamten","NA","mavacamten","NA","NA","NA","NA","NA","NA","NA"
"ATIPRIMOD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","atiprimod","NA","atiprimod","NA","NA","atiprimod","NA","NA","NA","NA"
"GLASDEGIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","glasdegib","NA","glasdegib","NA","NA","NA","NA","NA","NA","NA"
"GNE-493","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gne-493","NA","gne-493","NA","NA","NA","NA","NA","NA","NA"
"SIVELESTAT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sivelestat","NA","sivelestat","NA","NA","NA","NA","NA","NA","NA"
"ZALDARIDE MALEATE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","zaldaride maleate","NA","zaldaride maleate","NA","NA","zaldaride","NA","NA","NA","NA"
"CALINDOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","calindol","NA","calindol","NA","NA","NA","NA","NA","NA","NA"
"DORIPENEM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","doripenem","NA","doripenem","NA","NA","NA","NA","NA","NA","NA"
"SPAUTIN-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","spautin-1","NA","spautin-1","NA","NA","NA","NA","NA","NA","NA"
"SRT-3025","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","srt-3025","NA","srt-3025","NA","NA","NA","NA","NA","NA","NA"
"PRT-062607|PRT062607","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","prt-062607","NA","prt-062607","NA","NA","PRT062607","NA","PRT062607","NA","NA"
"NCGC00241411-01","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ncgc00241411-01","NA","ncgc00241411-01","NA","NA","NA","NA","NA","NA","NA"
"2-{4-[5-(4-CHLOROPHENYL)-4-PYRIMIDIN-4-YL-1H-PYRAZOL-3-YL]PIPERIDIN-1-YL}-2-OXOETHANOL|SD-0006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sd-0006","NA","sd-0006","NA","NA","NA","NA","NA","NA","NA"
"IGURATIMOD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","iguratimod","NA","iguratimod","NA","NA","NA","NA","NA","NA","NA"
"LIAROZOLE HYDROCHLORIDE|LIAROZOLE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","liarozole","NA","liarozole","NA","NA","NA","NA","NA","NA","NA"
"BMS-794833","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bms-794833","NA","bms-794833","NA","NA","NA","NA","NA","NA","NA"
"AMCASERTIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","amcasertib","NA","amcasertib","NA","NA","NA","NA","NA","NA","NA"
"KHS-101","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","khs-101","NA","khs-101","NA","NA","NA","NA","NA","NA","NA"
"TEBIPENEM PIVOXIL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tebipenem pivoxil","NA","tebipenem pivoxil","NA","NA","NA","NA","NA","NA","NA"
"HDACI-02","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","hdaci-02","NA","hdaci-02","NA","NA","NA","NA","NA","NA","NA"
"DIOSCIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","dioscin","NA","dioscin","NA","NA","dioscin","NA","NA","NA","NA"
"UNC-0631|UNC0631","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","unc-0631","NA","unc-0631","NA","NA","UNC0631","NA","NA","NA","NA"
"RIVICICLIB|P276-00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","riviciclib","NA","riviciclib","NA","NA","P276-00","NA","NA","NA","NA"
"PHLORETIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","phloretin","NA","phloretin","NA","NA","NA","NA","NA","NA","NA"
"CITARINOSTAT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","citarinostat","NA","citarinostat","NA","NA","NA","NA","NA","NA","NA"
"GENISTEIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genistein","NA","genistein","NA","NA","NA","NA","NA","NA","NA"
"SGI-7079","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sgi-7079","NA","sgi-7079","NA","NA","NA","NA","NA","NA","NA"
"D-XYLITOL|XYLITOL|RIBITOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","xylitol","NA","xylitol","NA","NA","ribitol","NA","NA","NA","NA"
"ZALTOPROFEN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","zaltoprofen","NA","zaltoprofen","NA","NA","NA","NA","NA","NA","NA"
"SIPATRIGINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sipatrigine","NA","sipatrigine","NA","NA","NA","NA","NA","NA","NA"
"PX-478","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","px-478","NA","px-478","NA","NA","NA","NA","NA","NA","NA"
"BATIMASTAT(MMPINHIBITOR)|BATIMASTAT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","batimastat","NA","batimastat","NA","NA","batimastat","NA","NA","NA","NA"
"ROBOTNIKININ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","robotnikinin","NA","robotnikinin","NA","NA","NA","NA","NA","NA","NA"
"BI-847325|NA|799360","799360","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bi-847325","NA","bi-847325","NA","NA","NA","NA","NA","NA","NA"
"THIAMPHENICOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","thiamphenicol","NA","thiamphenicol","NA","NA","NA","NA","NA","NA","NA"
"ASR-ISOBUDIMER-SO2PH-4-CH2OC(O)NME2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","asr-isobudimer-so2ph-4-ch2oc(o)nme2","NA","asr-isobudimer-so2ph-4-ch2oc(o)nme2","NA","NA","NA","NA","NA","NA","NA"
"TROSPIUM CHLORIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","trospium chloride","NA","trospium chloride","NA","NA","NA","NA","NA","NA","NA"
"SOLANESOL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","solanesol","NA","solanesol","NA","NA","NA","NA","NA","NA","NA"
"ATRACURIUM BESYLATE|CISATRACURIUM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cisatracurium","NA","cisatracurium","NA","NA","NA","NA","NA","NA","NA"
"CI-966","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ci-966","NA","ci-966","NA","NA","NA","NA","NA","NA","NA"
"ROTUNDINE|TETRAHYDROPALMATINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tetrahydropalmatine","NA","tetrahydropalmatine","NA","NA","NA","NA","NA","NA","NA"
"BIX-02565","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","bix-02565","NA","bix-02565","NA","NA","NA","NA","NA","NA","NA"
"PROTHIONAMIDE|PROTIONAMIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","protionamide","NA","protionamide","NA","NA","NA","NA","NA","NA","NA"
"CP-346086","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cp-346086","NA","cp-346086","NA","NA","NA","NA","NA","NA","NA"
"NAMODENOSON","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","namodenoson","NA","namodenoson","NA","NA","NA","NA","NA","NA","NA"
"OXACILLIN SODIUM SALT|OXACILLIN SODIUM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","oxacillin sodium","NA","oxacillin sodium","NA","NA","NA","NA","NA","NA","NA"
"CHLOROXINE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","chloroxine","NA","chloroxine","NA","NA","chloroxine","NA","NA","NA","NA"
"AN-2728|CRISABOROLE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","crisaborole","NA","crisaborole","NA","NA","NA","NA","NA","NA","NA"
"NOSCAPINE|NARCOTUSSIN|NARCOTIN|OPIAN|1(3H)-ISOBENZOFURANONE, 6,7-DIMETHOXY-3-(5,6,7,8-TETRAHY...|NARCOMPREN|WLN: T C566 DO FO KN EH & & TJ HO1 K1 J-DT56 BVO DHJ HO1...|NARCOTINE (8CI)|NOSCAPIN|NOSCAPAL|NOSCAPALIN|.ALPHA.-NARCOTINE|NARCOSINE|NIPAXON|COSCOPIN (VAN)|PHTHALIDE, 6,7-DIMETHOXY-3-(5,6,7,8-TETRAHYDRO-4-METHOXY...|O-METHYLNARCOTOLINE|OPIANIN|TERBENOL|HEDERIX (FREE BASE)|NARKOTIN|METHOXYHYDRASTINE|L-.ALPHA.-NARCOTINE|KEY-TUSSCAPINE|TUSSCAPINE|CAPVAL|LONGATIN|NARCOTINE|OPIANINE|COSCOTABS|NSC 5366|LYOBEX|NECTADON|VADEBEX|NICOLANE|1-.ALPHA.-NARCOTINE|5366","5366","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","noscapine","NA","noscapine","NA","NA","NA","NA","NA","NA","NA"
"SALICIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","salicin","NA","salicin","NA","NA","NA","NA","NA","NA","NA"
"MUROCHOLIC ACID|HYODEOXYCHOLIC ACID","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","hyodeoxycholic acid","NA","hyodeoxycholic acid","NA","NA","NA","NA","NA","NA","NA"
"OSANETANT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","osanetant","NA","osanetant","NA","NA","NA","NA","NA","NA","NA"
"BAF-312|SIPONIMOD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siponimod","NA","siponimod","NA","NA","NA","NA","NA","NA","NA"
"NANCHANGMYCIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","nanchangmycin","NA","nanchangmycin","NA","NA","nanchangmycin","NA","NA","NA","NA"
"HEMATOXYLIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","hematoxylin","NA","hematoxylin","NA","NA","NA","NA","NA","NA","NA"
"AZITHROMYCIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","azithromycin","NA","azithromycin","NA","NA","azithromycin","NA","NA","NA","NA"
"GLESATINIB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","glesatinib","NA","glesatinib","NA","NA","NA","NA","NA","NA","NA"
"SHIKIMIC ACID","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shikimic acid","NA","shikimic acid","NA","NA","NA","NA","NA","NA","NA"
"INO-1001|3-AMINOBENZAMIDE|3-AMINO-BENZAMIDE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3-aminobenzamide","NA","3-aminobenzamide","NA","NA","3-amino-benzamide","NA","NA","NA","NA"
"SB-3CT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sb-3ct","NA","sb-3ct","NA","NA","NA","NA","NA","NA","NA"
"MYRICETIN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","myricetin","NA","myricetin","NA","NA","NA","NA","NA","NA","NA"
"EBPC","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ebpc","NA","ebpc","NA","NA","NA","NA","NA","NA","NA"
"TANSHINONE I|TANSHINONE-I","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","tanshinone i","NA","tanshinone i","NA","NA","tanshinone-I","NA","NA","NA","NA"
"A-196","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","a-196","NA","a-196","NA","NA","NA","NA","NA","NA","NA"
"ITX3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","itx3","NA","itx3","NA","NA","NA","NA","NA","NA","NA"
"WAY-204688","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","way-204688","NA","way-204688","NA","NA","NA","NA","NA","NA","NA"
"GW-4064X","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gw-4064x","NA","gw-4064x","NA","NA","NA","NA","NA","NA","NA"
"PKI-166","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pki-166","NA","pki-166","NA","NA","NA","NA","NA","NA","NA"
