,Drug Name,DrugBank ID,PubChem CID,PubChem SID,SMILES,Targets Name,Targets
6835,Polaprezinc,DB09221,6918055,310265128,NCCC(=O)N1[Zn]OC(=O)[C@@H]1CC1=CN=CN1,"['Tumor necrosis factor', 'Interleukin-6', 'Interleukin-3', 'Vascular endothelial growth factor receptor 1', 'Beta-nerve growth factor', 'Platelet-derived growth factor receptor beta', 'Heat shock protein HSP 90-alpha', 'Heat shock protein HSP 90-beta']","['P01375', 'P05231', 'P08700', 'P17948', 'P01138', 'P09619', 'P07900', 'P08238']"
6836,Blonanserin,DB09223,125564,310265129,CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1,"['Dopamine D2 receptor', 'Dopamine D3 receptor', '5-hydroxytryptamine receptor 2A']","['P14416', 'P35462', 'P28223']"
6837,Melperone,DB09224,15387,310265130,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,['Dopamine D2 receptor'],['P14416']
6838,Zotepine,DB09225,5736,310265131,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12,"['D(1) dopamine receptor', 'Dopamine D2 receptor', '5-hydroxytryptamine receptor 2A', '5-hydroxytryptamine receptor 7', 'Sodium-dependent noradrenaline transporter', 'Sodium-dependent serotonin transporter', '5-hydroxytryptamine receptor 6']","['P21728', 'P14416', 'P28223', 'P34969', 'P23975', 'P31645', 'P50406']"
6839,Barnidipine,DB09227,443869,310265132,COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1,"['Voltage-dependent L-type calcium channel subunit alpha-1C', 'Voltage-dependent T-type calcium channel subunit alpha-1G', 'Voltage-dependent T-type calcium channel subunit alpha-1H']","['Q13936', 'O43497', 'O95180']"
6840,Conestat alfa,DB09228,,347910420,,"['Complement C1r subcomponent', 'Complement C1s subcomponent', 'Plasma kallikrein', 'Coagulation factor XII', 'Prothrombin', 'Coagulation factor XI', 'Tissue-type plasminogen activator']","['P00736', 'P09871', 'P03952', 'P00748', 'P00734', 'P03951', 'P00750']"
6841,Aranidipine,DB09229,2225,310265133,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)=O,"['Voltage-dependent L-type calcium channel subunit alpha-1C', 'Voltage-dependent L-type calcium channel subunit alpha-1D', 'Voltage-dependent L-type calcium channel subunit alpha-1F', 'Voltage-dependent L-type calcium channel subunit alpha-1S', 'Alpha adrenergic receptor', 'Voltage-dependent T-type calcium channel subunit alpha-1H']","['Q13936', 'Q01668', 'O60840', 'Q13698', 'P35348', 'O95180']"
6842,Azelnidipine,DB09230,65948,310265134,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,['Voltage-dependent L-type calcium channel subunit beta-1'],['Q02641']
6843,Benidipine,DB09231,656668,310265135,COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1,"['Voltage-dependent L-type calcium channel', 'Voltage-dependent N-type calcium channel subunit alpha-1B', 'Voltage-dependent T-type calcium channel']","['Q13936', 'Q00975', 'O43497']"
6844,Cilnidipine,DB09232,5282138,310265136,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,"['Voltage-dependent N-type calcium channel subunit alpha-1B', 'Voltage-dependent L-type calcium channel']","['Q00975', 'Q13936']"
6845,Efonidipine,DB09235,119171,310265139,CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1,"['Voltage-dependent T-type calcium channel subunit alpha-1I', 'Voltage-dependent L-type calcium channel subunit alpha-1C', 'Voltage gated L-type calcium channel', 'Voltage-dependent calcium channel', 'Voltage-dependent T-type calcium channel', 'Voltage-dependent T-type calcium channel subunit alpha-1G', 'Voltage-dependent T-type calcium channel subunit alpha-1H']","['Q9P0X4', 'Q13936', 'Q13936', 'Q06432', 'O43497', 'O43497', 'O95180']"
6846,Lacidipine,DB09236,5311217,310265140,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,['Voltage-dependent L-type calcium channel'],['Q13936']
6847,Levamlodipine,DB09237,9822750,310265141,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,"['Voltage-dependent L-type calcium channel subunit alpha-1C', 'Voltage-dependent L-type calcium channel subunit alpha-1D', 'Nitric oxide synthase, endothelial', 'Nitric oxide synthase, inducible']","['Q13936', 'Q01668', 'P29474', 'P35228']"
6848,Manidipine,DB09238,4008,347827830,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,"['Voltage-dependent L-type calcium channel', 'Voltage-dependent T-type calcium channel', 'Voltage-dependent T-type calcium channel subunit alpha-1G', 'Voltage-dependent T-type calcium channel subunit alpha-1H', 'Voltage-dependent T-type calcium channel subunit alpha-1I']","['Q13936', 'O43497', 'O43497', 'O95180', 'Q9P0X4']"
6849,Niguldipine,DB09239,60602,310265142,[H]N1C(C)=C([C@H](C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCCCN2CCC(CC2)(C2=CC=CC=C2)C2=CC=CC=C2)=C1C)C(=O)OC,['Alpha-1A adrenergic receptor'],['P35348']
6850,Methylene blue,DB09241,6099,310265144,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,"['Guanylate cyclase soluble subunit alpha-2', 'Nitric oxide synthase, brain']","['P33402', 'P29475']"
6851,Moxonidine,DB09242,4810,310265145,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,"['Alpha-2A adrenergic receptor', 'Nischarin']","['P08913', 'Q9Y2I1']"
6852,Pirlindole,DB09244,68802,310265147,CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1,"['Amine oxidase [flavin-containing] A', '5-hydroxytryptamine receptor 1A', 'Alpha-2A adrenergic receptor']","['P21397', 'P08908', 'P08913']"
6853,Toloxatone,DB09245,34521,310265148,CC1=CC(=CC=C1)N1CC(CO)OC1=O,['Amine oxidase [flavin-containing] A'],['P21397']
6854,Tegafur,DB09256,5386,310265158,FC1=CN(C2CCCO2)C(=O)NC1=O,['Thymidylate synthase'],['P04818']
6855,Gimeracil,DB09257,54679224,310265159,OC1=CC(=O)NC=C1Cl,['Dihydropyrimidine dehydrogenase [NADP(+)]'],['Q12882']
6856,Bemiparin,DB09258,,347910422,,"['Coagulation factor X', 'Antithrombin-III', 'Heparin cofactor 2']","['P00742', 'P01008', 'P05546']"
6857,Imidafenacin,DB09262,6433090,310265160,CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,"['Muscarinic acetylcholine receptor M1', 'Muscarinic acetylcholine receptor M2', 'Muscarinic acetylcholine receptor M3']","['P11229', 'P08172', 'P20309']"
6858,Lixisenatide,DB09265,131704317,310265161,,['Glucagon-like peptide 1 receptor'],['P43220']
6859,Technetium Tc-99m tilmanocept,DB09266,,347910428,,['Macrophage mannose receptor 1'],['P22897']
6860,Ubidecarenone,DB09270,5281915,310265165,COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,"['NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial', 'Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial']","['P56181', 'P31040']"
6861,Eluxadoline,DB09272,11250029,310265167,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O,"['Mu-type opioid receptor', 'Delta-type opioid receptor', 'Kappa-type opioid receptor']","['P35372', 'P41143', 'P41145']"
6862,Doxofylline,DB09273,50942,310265168,CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O,"['Phosphodiesterase 2A, cGMP-stimulated', 'Beta-2 adrenergic receptor', 'Adenosine receptor A2a']","['Q8IW54', 'P07550', 'P29274']"
6863,Artesunate,DB09274,6917864,310265169,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,['Malaria protein EXP-1'],['P04926']
6864,Bismuth subcitrate potassium,DB09275,118987133,347827831,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,['ATP-dependent Clp protease ATP-binding subunit ClpX'],['O25926']
6865,Fimasartan,DB09279,9870652,310265172,CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,['Type-1 angiotensin II receptor'],['P30556']
6866,Lumacaftor,DB09280,16678941,310265173,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,['Cystic fibrosis transmembrane conductance regulator'],['P13569']
6867,Molsidomine,DB09282,5353788,310265175,CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1,['Guanylate cyclase soluble subunit alpha-2'],['P33402']
6868,Trapidil,DB09283,5531,310265176,CCN(CC)C1=CC(C)=NC2=NC=NN12,"['Cyclic nucleotide phosphodiesterase', 'Platelet-derived growth factor receptor beta']","['P54750', 'P09619']"
6869,Morniflumate,DB09285,72106,310265178,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OCCN2CCOCC2)=CC=C1,"['Arachidonate 5-lipoxygenase', 'Prostaglandin G/H synthase 2', 'Leukotriene B4 receptor 1', 'Thromboxane A2 receptor']","['P09917', 'P35354', 'Q15722', 'P21731']"
6870,Pipamperone,DB09286,4830,310265179,NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1,"['Dopamine D2 receptor', '5-hydroxytryptamine receptor 2A', 'Alpha-1 adrenergic receptors', 'Dopamine D4 receptor', 'Dopamine D1 receptor', 'Dopamine D3 receptor', '5-hydroxytryptamine receptor 2B', 'Alpha-2A adrenergic receptor']","['P14416', 'P28223', 'P35348', 'P21917', 'P21728', 'P35462', 'P41595', 'P08913']"
6871,Propacetamol,DB09288,68865,310265180,CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1,"['Prostaglandin G/H synthase 1', 'Prostaglandin G/H synthase 2', 'Transient receptor potential cation channel subfamily V member 1', 'Cannabinoid receptor 1']","['P23219', 'P35354', 'Q8NER1', 'P21554']"
6872,Tianeptine,DB09289,68870,310265181,CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=C(C=C(Cl)C=C2)S1(=O)=O,"['Mu-type opioid receptor', 'Glutamate receptor 1', '5-hydroxytryptamine receptor 1A', 'Dopamine D3 receptor']","['P35372', 'P42261', 'P08908', 'P35462']"
6873,Ramosetron,DB09290,108000,310265182,CN1C=C(C(=O)[C@@H]2CCC3=C(C2)N=CN3)C2=C1C=CC=C2,['5-hydroxytryptamine receptor 3A'],['P46098']
6874,Rolapitant,DB09291,10311306,310265183,C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)C1=CC=CC=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,['Neurokinin 1 receptor'],['P25103']
6875,Sacubitril,DB09292,9811834,310265184,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O,['Neprilysin'],['P08473']
6876,Talniflumate,DB09295,48229,310265187,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=CC=CC=C23)=CC=C1,"['Prostaglandin G/H synthase 1', 'Prostaglandin G/H synthase 2', 'Chloride channel protein ClC-Ka']","['P23219', 'P35354', 'P51800']"
6877,Ombitasvir,DB09296,54767916,310265188,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1,['Nonstructural protein 5A'],['Q5L478']
6878,Paritaprevir,DB09297,68498031,310265189,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,['NS3/4A protein'],['B0B3C9']
6879,Tenofovir alafenamide,DB09299,9574768,310265191,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1,"['Reverse transcriptase/RNaseH', 'Reverse transcriptase', 'DNA polymerase']","['Q72547', 'Q3MS49', 'I6TLU5']"
6880,Butylscopolamine,DB09300,6852391,310265192,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"['Muscarinic acetylcholine receptor M3', 'Muscarinic acetylcholine receptor M2']","['P20309', 'P08172']"
6881,Chondroitin sulfate,DB09301,,347910430,,"['Brain-derived neurotrophic factor', 'Glial cell line-derived neurotrophic factor', 'Vascular endothelial growth factor A', 'C-C motif chemokine 2']","['P23560', 'P39905', 'P15692', 'P13500']"
6882,Alirocumab,DB09302,,347910431,,['Proprotein convertase subtilisin/kexin type 9'],['Q8NBP7']
6883,Evolocumab,DB09303,,347910432,,['Proprotein convertase subtilisin/kexin type 9'],['Q8NBP7']
6884,Setiptiline,DB09304,5205,310265193,CN1CCC2=C(C1)C1=CC=CC=C1CC1=CC=CC=C21,"['Alpha-2 adrenergic receptors', 'Serotonin Receptors']","['P08913', 'P08908']"
6885,Catridecacog,DB09310,,347910434,,['Coagulation factor XIII B chain'],['P05160']
6886,"Synthetic Conjugated Estrogens, A",DB09317,,347910437,,['Estrogen receptor alpha'],['P03372']
6887,"Synthetic Conjugated Estrogens, B",DB09318,,347910438,,['Estrogen receptor alpha'],['P03372']
6888,Carindacillin,DB09319,,,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(=O)OC1=CC2=C(CCC2)C=C1)C1=CC=CC=C1)C(O)=O,['Penicillin-binding protein'],['P0AEB2']
6889,Sulbactam,DB09324,130313,310265206,[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O,['Beta-lactamase'],['P00807']
6890,Tegafur-uracil,DB09327,104747,310265209,O=C1NC=CC(=O)N1.FC1=CN(C2CCCO2)C(=O)NC1=O,"['Dihydropyrimidine dehydrogenase [NADP(+)]', 'Thymidylate synthase', 'RNA', 'DNA']","['Q12882', 'P04818']"
6891,"Antihemophilic factor (recombinant), PEGylated",DB09329,,347910440,,['von Willebrand factor'],['P04275']
6892,Osimertinib,DB09330,71496458,310265210,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,['Epidermal growth factor receptor'],['P00533']
6893,Daratumumab,DB09331,,347910441,,['ADP-ribosyl cyclase 1'],['P28907']
6894,Kappadione,DB09332,8555,310265211,[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1,"['Prothrombin', 'Coagulation factor VII', 'Coagulation factor IX', 'Coagulation factor X', 'Vitamin K-dependent protein C', 'Vitamin K-dependent gamma-carboxylase', 'Vitamin K-dependent protein S']","['P00734', 'P08709', 'P00740', 'P00742', 'P04070', 'P38435', 'P07225']"
6895,Iopodic acid,DB09333,5241,310265212,CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,['Thyroxine 5-deiodinase'],['P55073']
6896,Seractide acetate,DB09334,,,,['Adrenocorticotropic hormone receptor'],['Q01718']
6897,Technetium Tc-99m nofetumomab merpentan,DB09336,,347910442,,"['Epithelial cell adhesion molecule', 'B-lymphocyte antigen CD20']","['P16422', 'P11836']"
6898,Mersalyl,DB09338,443130,310265214,COC(CNC(=O)C1=CC=CC=C1OCC(O)=O)C[Hg]O,"['Alkaline phosphatase, tissue-nonspecific isozyme', 'Aquaporin-1', 'Monocarboxylate transporter 1']","['P05186', 'P29972', 'P53985']"
6899,Propoxycaine,DB09342,6843,310265217,CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC,['Voltage-gated sodium channel alpha subunit'],['P35498']
6900,Tipiracil,DB09343,6323266,310265218,ClC1=C(CN2CCCC2=N)NC(=O)NC1=O,['Thymidine phosphorylase'],['P19971']
6901,Pramocaine,DB09345,4886,310265219,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,['Voltage-gated sodium channel alpha subunit'],['P35498']
6902,Levobetaxolol,DB09351,60657,310265224,CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1,['Beta-1 adrenergic receptor'],['P08588']
6903,Rauwolfia serpentina root,DB09363,,347910447,,['Synaptic vesicular amine transporter'],['Q05940']
6904,Polyestradiol phosphate,DB09369,,,,['Estrogen receptor alpha'],['P03372']
6905,Norethynodrel,DB09371,,,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3,"['Estrogen receptor alpha', 'Androgen receptor', 'Sex hormone-binding globulin']","['P03372', 'P10275', 'P04278']"
6906,Norgestrel,DB09389,4542,347827838,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,"['Progesterone receptor', '3-oxo-5-alpha-steroid 4-dehydrogenase 1', 'Androgen receptor']","['P06401', 'P18405', 'P10275']"
6907,Isosorbide,DB09401,,,[H][C@]1(O)CO[C@]2([H])[C@]([H])(O)CO[C@]12[H],['Guanylate cyclase'],['Q02108']
6908,Magnesium acetate tetrahydrate,DB09409,134717,347827845,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O,['Glutamate (NMDA) receptor'],['Q05586']
6909,Potassium perchlorate,DB09418,516900,347827848,[K+].[O-][Cl](=O)(=O)=O,['Sodium/iodide cotransporter'],['Q92911']
6910,Protirelin,DB09421,638678,347827851,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O,['Thyrotropin Releasing Hormone Receptor'],['P34981']
6911,Soybean oil,DB09422,,347910452,,['Peroxisome proliferator-activated receptor alpha'],['Q07869']
6912,Insulin beef,DB09456,,347910453,,"['Insulin receptor', 'Insulin-like growth factor 1 receptor']","['P06213', 'P08069']"
6913,Sodium carbonate,DB09460,10340,347827855,[Na+].[Na+].[O-]C([O-])=O,"['Carbonic anhydrase 1', 'Carbonic anhydrase 2', 'Carbonic anhydrase 4', 'Carbonic anhydrase 9']","['P00915', 'P00918', 'P22748', 'Q16790']"
6914,Glycerin,DB09462,753,347827856,OCC(O)CO,"['Peroxisome proliferator-activated receptor delta', 'Group IIE secretory phospholipase A2', 'Inositol-3-phosphate synthase 1', 'Alcohol dehydrogenase 1B', 'Inositol 1,4,5-trisphosphate receptor type 1', 'Glycodelin', 'Alpha-N-acetylgalactosaminidase', 'ADP-ribosylation factor 1', ""Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1"", 'DNA mismatch repair protein MutL', 'Ribonucleoside-diphosphate reductase 1 subunit beta', 'A/G-specific adenine glycosylase', 'tRNA (cytosine(38)-C(5))-methyltransferase', 'Maleylacetoacetate isomerase']","['Q03181', 'Q9NZK7', 'Q9NPH2', 'P00325', 'Q14643', 'P09466', 'P17050', 'P84077', 'O43252', 'P23367', 'P69924', 'P17802', 'O14717', 'O43708']"
6915,Sodium sulfate,DB09472,24436,347827857,[Na+].[Na+].[O-]S([O-])(=O)=O,"['Carbonic anhydrase 2', 'Carbonic anhydrase 1']","['P00918', 'P00915']"
6916,Enalaprilat,DB09477,5462501,347827859,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O,"['Angiotensin-converting enzyme', 'B1 bradykinin receptor']","['P12821', 'P46663']"
6917,Magnesium carbonate,DB09481,11029,347827861,[Mg++].[O-]C([O-])=O,['Glutamate (NMDA) receptor'],['Q05586']
6918,Acrivastine,DB09488,5284514,310265225,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O,['Histamine H1 receptor'],['P35367']
6919,Urea C-13,DB09510,636363,347827869,N[13C](N)=O,['Urease'],['Q8KT33']
6920,Urea C-14,DB09513,11457650,347827870,N[14C](N)=O,['Urease'],['Q8KT33']
6921,Sodium ferric gluconate complex,DB09517,76968835,347827872,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"['Ferritin light chain', 'Hemoglobin subunit beta', 'Hemoglobin subunit alpha']","['P02792', 'P68871', 'P69905']"
6922,Hydroquinone,DB09526,785,310265227,OC1=CC=C(O)C=C1,"['Tyrosinase', 'Cysteinyl leukotriene receptor 1']","['P14679', 'Q9Y271']"
6923,Secretin human,DB09532,,347827873,,['Secretin receptor'],['P47872']
6924,Octocrylene,DB09535,,347910458,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,"['Estrogen receptor alpha', 'Estrogen receptor beta']","['P03372', 'Q92731']"
6925,Titanium dioxide,DB09536,26042,347827875,O=[Ti]=O,['Macrophage receptor MARCO'],['Q9UEW3']
6926,Omega-3-acid ethyl esters,DB09539,,347910460,,['Sterol regulatory element-binding protein 1'],['P36956']
6927,Thonzonium,DB09552,5456,347827878,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1,['V-type proton ATPase subunit C 1'],['P21283']
6928,Dexchlorpheniramine maleate,DB09555,5281070,347827879,OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,['Histamine H1 receptor'],['P35367']
6929,Necitumumab,DB09559,,347910462,,['Epidermal growth factor receptor'],['P00533']
6930,Insulin degludec,DB09564,,347910463,,"['Insulin receptor', 'Insulin-like growth factor 1 receptor']","['P06213', 'P08069']"
6931,Omega-3-carboxylic acids,DB09568,,347910465,,"['Diacylglycerol O-acyltransferase 2', '3-hydroxyacyl-CoA dehydrogenase type-2', 'Enoyl-CoA hydratase, mitochondrial', 'Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial', 'Elongation of very long chain fatty acids protein 4', 'Lipoprotein lipase']","['Q96PD7', 'Q99714', 'P30084', 'Q16836', 'Q9GZR5', 'P06858']"
6932,Foreskin fibroblast (neonatal),DB10770,,,,"['Vascular endothelial growth factor receptor 1', 'Interleukin-6', 'Interleukin-1 receptor type 1', 'TGF-beta receptor type-2', 'Fibroblast growth factor 1', 'Interferon gamma', 'Fibroblast growth factor receptor 2', 'Granulocyte-macrophage colony-stimulating factor receptor subunit alpha', 'Platelet-derived growth factor receptor beta', 'Transforming growth factor beta-1', 'Tumor necrosis factor']","['P17948', 'P05231', 'P14778', 'P37173', 'P05230', 'P01579', 'P21802', 'P15509', 'P09619', 'P01137', 'P01375']"
6933,Foreskin keratinocyte (neonatal),DB10772,,,,"['Fibroblast growth factor 1', 'Epidermal growth factor receptor', 'Granulocyte-macrophage colony-stimulating factor receptor subunit alpha', 'Interleukin-1 beta', 'Interleukin-6', 'Interferon gamma', 'Platelet-derived growth factor receptor alpha', 'TGF-beta receptor type-2', 'Transforming growth factor beta-1', 'Tumor necrosis factor', 'Vascular endothelial growth factor A', 'Fibroblast growth factor receptor 2']","['P05230', 'P00533', 'P15509', 'P01584', 'P05231', 'P01579', 'P16234', 'P37173', 'P01137', 'P01375', 'P15692', 'P21802']"
6934,Carboxymethylcellulose,DB11059,,347911098,,"['Solute carrier family 2, facilitated glucose transporter member 1']",['P11166']
6935,Homosalate,DB11064,,347911103,CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1,"['Progesterone receptor', 'Androgen receptor', 'Estrogen receptor alpha']","['P06401', 'P10275', 'P03372']"
6936,Phenyl salicylate,DB11071,8361,347827884,OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,"['Prostaglandin G/H synthase 1', 'Prostaglandin G/H synthase 2']","['P23219', 'P35354']"
6937,Hypromellose,DB11075,,347911105,,['Epithelial cell adhesion molecule'],['P16422']
6938,Polyethylene glycol 400,DB11077,,347911107,,"['Ectonucleotide pyrophosphatase/phosphodiesterase family member 1', 'Oxidoreductase HTATIP2']","['P22413', 'Q9BUP3']"
6939,Trolamine salicylate,DB11079,25213,347827887,OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O,"['Prostaglandin G/H synthase 1', 'Prostaglandin G/H synthase 2']","['P23219', 'P35354']"
6940,Aluminum chloride,DB11081,24012,347827889,Cl[Al](Cl)Cl,"['Glutamate dehydrogenase 1, mitochondrial']",['P00367']
6941,Resorcinol,DB11085,5054,347827890,OC1=CC(O)=CC=C1,['Thyroid peroxidase'],['P07202']
6942,Pyrethrum extract,DB11087,,347911110,,['Nuclear receptor subfamily 1 group I member 2'],['O75469']
6943,Potassium nitrate,DB11090,24434,347827891,[K+].[O-][N+]([O-])=O,['Potassium voltage-gated channel subfamily H member 2'],['Q12809']
