Drug,Cell
darinaparsin,SUP-T1
etoposide,MOR/CPR
semagacestat,MM1-S
KH-CB19,KMRC-3
semagacestat,HEC-151
NSC23766,42-MG-BA
vorapaxar,SNU-5
ML203,MDA-MB-468
pandacostat,HEC-151
BRD-A02303741,HCC-78
BRD-K52037352,KNS-81
BRD-A05715709,EN
BRD-K86535717,MV-4-11
BRD-K11533227,KNS-81
tamoxifen,RL
BMS-754807,ME-1
BRD-K51490254,SW620
PDMP,NCI-H716
SKI-II,EHEB
VU0155056,SW1417
valdecoxib,MFE-296
Repligen 136,COLO 684
AM-580,MOR/CPR
IU1,NCI-H2286
BRD1835,NCI-H2342
GW-405833,RPMI-8402
BRD-K52037352,NCI-H2196
BRD-K17060750,MFE-319
KU-60019,JHH-6
simvastatin,SNU-C5
tacrolimus,JL-1
GANT-61,FaDu
VER-155008,MDA-MB-468
importazole,OV56
NSC23766,OCI-M1
VER-155008,NCI-H2126
BRD-K52037352,SK-OV-3
BRD1835,MDA-MB-157
VER-155008,GMS-10
sorafenib,MDST8
CI-976,SK-OV-3
simvastatin,SNU-410
blebbistatin,SNU-C2A
SJ-172550,EPLC-272H
CHIR-99021,Hs 895.T
imatinib,NCI-H2009
XL765,B-CPAP
EX-527,KNS-81
imatinib,A549
SR1001,TE-5
N9-isopropylolomoucine,SK-MEL-24
BRD-K41597374,NCI-H1299
B02,HCC-56
ML203,RI-1
CI-976,EN
phloretin,HCC-78
O-6-benzylguanine,HCC-1438
manumycin A,NCI-H1650
cabozantinib,SNU-869
chlorambucil,UACC-257
BRD-K52037352,ESS-1
chlorambucil,DMS 273
BMS-754807,SK-BR-3
PDMP,JeKo-1
MGCD-265,HEL
BRD-K11533227,GP2d
tubastatin A,SHP-77
ETP-46464,SW 1783
KH-CB19,SNU-886
ML029,SUP-T1
TPCA-1,SW1417
BRD-K50799972,SCC-4
KW-2449,HuCCT1
IC-87114,MFE-296
RG-108,COV362
valdecoxib,NCI-H1155
CAL-101,COV362
KW-2449,RH-18
pifithrin-alpha,MHH-NB-11
BRD-K17060750,NCI-H446
VER-155008,VMRC-RCZ
fulvestrant,HCT 116
BRD-K78574327,GSS
L-685458,HCT 116
VU0155056,SNU-61
SJ-172550,BC-3C
VER-155008,BEN
BRD-A02303741,KALS-1
phloretin,HCC1419
manumycin A,Hs 683
PF-4800567 hydrochloride,MDA-MB-361
BRD-K17060750,SW1116
L-685458,KP-2
CD-1530,LXF-289
ABT-737,NCI-H1651
CHIR-99021,SK-OV-3
niclosamide,U-BLC1
MK-2206,SK-HEP-1
IC-87114,MOTN-1
ML203,G-361
XL765,THP-1
BRD-K33199242,SNU-475
tigecycline,NCI-H2087
valdecoxib,NCI-H1651
L-685458,SF126
bendamustine,JL-1
nutlin-3,MFE-319
BRD-K50799972,KCL-22
BRD1835,CAL-120
BRD-K41597374,SNU-466
BRD-K17060750,AMO-1
decitabine,SW 1990
neratinib,MDA-MB-231
fulvestrant,SNU-478
trifluoperazine,NCI-H510
SJ-172550,GP2d
lapatinib,PA-TU-8902
UNC0638,BICR 22
cytarabine hydrochloride,HCC-95
O-6-benzylguanine,PSN1
Ko-143,NCI-H1666
ifosfamide,SNU-840
SJ-172550,JHH-5
LE-135,P3HR-1
BRD-K80183349,DBTRG-05MG
DNMDP,TM-31
BRD-K48477130,LU65
BRD-A94377914,SK-OV-3
myricetin,OCI-LY-19
BRD-K80183349,ACHN
JW-74,LC-1/sq-SF
etomoxir,LN-18
CI-976,SCC-4
JW-74,BT-20
manumycin A,SNU-C2A
thalidomide,NCI-H1563
BRD-K24690302,B-CPAP
BRD-K17060750,RCC10RGB
NSC 74859,KMS-34
etoposide,HCC-1833
vorapaxar,EPLC-272H
myricetin,FaDu
neratinib,NCI-H2228
linsitinib,HT-144
EX-527,JL-1
GANT-61,HCC-95
PD 153035,SU-DHL-4
imatinib,TCCSUP
TGX-221,KLE
necrostatin-7,NCI-H2405
BRD-K49290616,HuCCT1
BRD1835,GMS-10
BRD-K24690302,Becker
BRD-K17060750,OV-90
BRD-K41597374,A172
SRT-1720,U-87 MG
Compound 7d-cis,LS411N
fumonisin B1,JVM-2
IC-87114,HMCB
bexarotene,MOR/CPR
valdecoxib,SW 1990
bendamustine,SK-BR-3
ML029,HT-1376
BRD-K86535717,LN-18
lomeguatrib,HCC2218
indisulam,HUP-T3
tigecycline,OVTOKO
PYR-41,SNU-423
PDMP,IPC-298
XL765,HCC1419
ZSTK474,IMR-32
UNC0321,P31/FUJ
ETP-46464,FTC-133
trifluoperazine,NCI-H1563
ML203,NUGC-4
PRIMA-1,SF126
BRD-K49290616,U-87 MG
spautin-1,COR-L105
brivanib,RH-30
manumycin A,KP-2
CHIR-99021,ACC-MESO-1
IPR-456,HCC1954
pifithrin-mu,SNU-869
elocalcitol,BICR 31
PF-184,HT-144
UNC0321,JURKAT
JW-74,"G-292, clone A141B1"
tubastatin A,SW48
palmostatin B,NCI-H2087
NSC 74859,SNU-61
BRD-K24690302,LXF-289
BRD-K85133207,SNU-182
darinaparsin,NCI-H2122
cytarabine hydrochloride,NCI-H322
RG-108,PL-21
brivanib,HH
abiraterone,CHP-126
XL765,SKM-1
chlorambucil,JIMT-1
CIL55A,SNU-886
TGX-221,NCI-H1703
phloretin,MEL-HO
myricetin,RT4
BRD-K33199242,A172
BRD-A05715709,NCI-H1395
BRD-K11533227,NCI-H446
GW-405833,NCI-H1339
ML050,HT-144
BRD-K80183349,Set-2
brivanib,SW48
nilotinib,SNU-869
darinaparsin,NCI-H2286
SJ-172550,LS411N
BRD-K17060750,A-498
trifluoperazine,Hs 822.T
sildenafil,COV362
CD-1530,MC116
HBX-41108,U-BLC1
canertinib,JIMT-1
CD-437,HCC4006
ZSTK474,TOV-21G
ML050,SJSA-1
PD 153035,MC116
BRD-K66532283,OCI-LY3
OSI-930,SW 1990
dacarbazine,A549
BRD-K33199242,DMS 273
pyrazolanthrone,KP-2
etomoxir,JHUEM-2
PIK-93,EFE-184
trifluoperazine,NCI-H358
SRT-1720,ESS-1
methylstat,HCC202
BRD-K48334597,LCLC-103H
KW-2449,LN-229
ML203,GDM-1
phloretin,LS411N
DNMDP,SHP-77
hyperforin,COV434
etomoxir,WM1799
ML050,ST486
BRD-K80183349,HMCB
pifithrin-mu,NCI-H2452
N9-isopropylolomoucine,JHH-6
myriocin,SNU-5
axitinib,HCC-1833
brivanib,OUMS-23
ML239,MDA-MB-415
LE-135,KG-1-C
necrostatin-7,NCI-H1666
EX-527,QGP-1
ML239,HCC1954
GSK4112,COV362
BRD-K52037352,SU-DHL-1
cytarabine hydrochloride,SK-MEL-24
importazole,LS123
PF-4800567 hydrochloride,BICR 16
JW-74,TE-1
GW-405833,IMR-32
pyrazolanthrone,B-CPAP
barasertib,RH-18
dasatinib,NH-6
IU1,COLO-800
Compound 23 citrate,TUHR4TKB
UNC0321,SNU-423
indisulam,SCC-9
BRD-K09587429,YD-8
pandacostat,MOLM-6
BRD-K86535717,Ishikawa (Heraklio) 02 ER-
lomeguatrib,8505C
Ko-143,RL95-2
ML029,RT4
bexarotene,EB1
RITA,SW620
NSC 74859,JHUEM-2
etomoxir,G-361
erismodegib,LUDLU-1
Repligen 136,J82
alisertib,LN-229
fumonisin B1,OCI-LY-19
fluvastatin,RH-30
BRD-A94377914,Calu-6
AZD6482,A172
BRD-A02303741,BxPC-3
O-6-benzylguanine,LUDLU-1
UNC0321,SHP-77
spautin-1,OS-RC-2
BRD-K80183349,"G-292, clone A141B1"
abiraterone,NCI-H446
BRD-K45681478,Hs 578T
ML203,KE-39
bendamustine,NCI-H1693
ML029,KP-2
BRD-K78574327,NUGC-4
BRD-K49290616,OS-RC-2
Repligen 136,PE/CA-PJ49
JW-74,IGR-39
CHIR-99021,NCI-H2196
BRD-K17060750,SK-CO-1
IU1,SNU-C2A
CAL-101,KYSE-180
UNC0321,NCI-H2196
palmostatin B,THP-1
KU-60019,BC-3C
PRIMA-1-Met,CML-T1
cerulenin,IGR-39
LE-135,Becker
manumycin A,SNU-1196
elocalcitol,SK-N-DZ
LE-135,SW1417
LE-135,EB1
FSC231,HCC827
dacarbazine,A-204
BRD-K33199242,MOTN-1
B02,HT-144
BRD-K51490254,NCI-H1435
BRD-K96431673,CAL-120
nutlin-3,DMS 273
trifluoperazine,HuT 78
LRRK2-IN-1,NCI-H2286
necrostatin-7,BICR 16
ML239,HCC-78
nintedanib,HT-29
tacrolimus,NCI-H1915
ZSTK474,HMCB
CHIR-99021,HL-60
cabozantinib,TOV-112D
dacarbazine,NCI-H2228
bleomycin A2,BL-70
decitabine,HT-29
PI-103,SNU-5
Ch-55,NCI-H2342
PD 153035,KG-1-C
BRD-A02303741,SW 1990
semagacestat,COLO-800
semagacestat,AU565
erismodegib,MHH-ES-1
BRD-K09587429,NCI-H716
RG-108,VM-CUB1
TPCA-1,ST486
XL765,IMR-32
GSK4112,HuT 78
sildenafil,VCaP
SJ-172550,SNU-840
BRD-K11533227,A549
KH-CB19,RI-1
ifosfamide,Calu-6
austocystin D,RL
bendamustine,EHEB
Ko-143,NCI-H446
thalidomide,UACC-257
fumonisin B1,KASUMI-1
LE-135,SNU-423
bendamustine,NCI-H1563
thalidomide,AsPC-1
palmostatin B,IGR-39
ML050,GSS
A-804598,NCI-H446
ML050,MG-63
IC-87114,J82
BRD-K17060750,SNU-C2A
BCL-LZH-4,EN
myricetin,NCI-H1734
SKI-II,JIMT-1
palmostatin B,TE-11
BRD-K17060750,JHUEM-2
BRD-K51490254,LS1034
methylstat,KYSE-70
UNC0638,RL95-2
DNMDP,HPAF-II
SKI-II,BICR 16
bexarotene,CAL-120
NSC23766,DMS 53
Ch-55,SK-MEL-24
linsitinib,HUP-T4
brivanib,HT115
BRD-K11533227,COLO-800
Ko-143,SK-MM-2
AZD6482,TUHR4TKB
KHS101,CHP-126
ML239,"G-292, clone A141B1"
TGX-221,HCC-56
spautin-1,EHEB
tigecycline,EHEB
phloretin,NCI-H2126
pifithrin-mu,8505C
GW-405833,MOTN-1
SKI-II,OV-90
L-685458,MDA-MB-361
RAF265,JHH-6
sildenafil,GP2d
SR1001,8505C
ML029,NCI-H2405
pandacostat,A2058
TPCA-1,Hs 895.T
blebbistatin,NCI-H1299
darinaparsin,KLE
necrostatin-7,SNU-475
Compound 23 citrate,SNU-61
vandetanib,KMS-34
KU-55933,SKM-1
sildenafil,A101D
chlorambucil,VM-CUB1
Ch-55,KP-N-SI9s
JW-74,SNU-886
MGCD-265,A-498
manumycin A,MDA-MB-468
DNMDP,TT
MK-2206,SF126
BRD-K52037352,SNU-489
nilotinib,MOTN-1
HBX-41108,FTC-238
TPCA-1,HMCB
BRD-K86535717,SHP-77
sildenafil,MDA-MB-361
tivozanib,QGP-1
CHIR-99021,JL-1
KU-55933,HCC1954
PYR-41,PF-382
imatinib,SNU-423
BRD-K41597374,RI-1
pandacostat,BxPC-3
hyperforin,TE-6
erismodegib,Calu-6
PF-184,MFE-319
cytarabine hydrochloride,TE-1
epigallocatechin-3-monogallate,SK-MEL-2
tivozanib,Calu-6
EX-527,DMS 454
necrostatin-7,HPAF-II
cytarabine hydrochloride,OV56
chlorambucil,Panc 10.05
pandacostat,MEL-HO
cabozantinib,SK-N-DZ
IU1,SUP-B15
NSC23766,RCC10RGB
cytarabine hydrochloride,SNU-61
PF-184,HPAF-II
O-6-benzylguanine,TM-31
valdecoxib,LS411N
NSC30930,U-251 MG
cerulenin,JHH-5
abiraterone,LS123
KU-60019,NH-6
CAL-101,HEC-151
hyperforin,NCI-H2196
pifithrin-alpha,AU565
cerulenin,SU-DHL-4
VU0155056,GP2d
nintedanib,GSS
Ko-143,NCI-H1792
myriocin,NUGC-4
KU-0063794,RS4;11
IU1,SW1417
hyperforin,SNU-387
neopeltolide,HuCCT1
NSC 74859,HGC-27
EX-527,23132/87
NSC632839,A-204
B02,TE-1
XL765,TE-5
nakiterpiosin,DAN-G
tigecycline,NCI-H526
fingolimod,"G-292, clone A141B1"
EX-527,ME-1
SRT-1720,SNU-1272
BRD-K41597374,Capan-1
sildenafil,TE-11
KW-2449,NCI-H1694
MK-2206,PK-1
palmostatin B,SCC-4
KU-0063794,SHP-77
methylstat,DK-MG
fumonisin B1,SNU-840
RAF265,NCI-H2286
manumycin A,NCI-H2087
sildenafil,SNU-182
ifosfamide,CML-T1
cytarabine hydrochloride,EPLC-272H
GSK4112,IGR-39
thalidomide,SK-MEL-3
pifithrin-alpha,JIMT-1
Compound 23 citrate,MDA-MB-361
ML050,LXF-289
BRD-K48477130,SNU-869
BRD-K50799972,697
BRD-K17060750,KE-39
ML029,SNU-869
Repligen 136,Becker
pandacostat,TOV-112D
fumonisin B1,P3HR-1
AZD6482,GSS
GSK4112,JHH-5
barasertib,HT-29
IPR-456,NCI-H2081
L-685458,RI-1
JW-74,Panc 03.27
darinaparsin,VM-CUB1
importazole,HL-60
BRD-K96431673,SHP-77
ML050,NCI-H1755
imatinib,SU-DHL-1
NSC30930,AsPC-1
valdecoxib,COR-L105
lomeguatrib,PK-1
skepinone-L,KASUMI-2
B02,SW48
cytarabine hydrochloride,BICR 16
austocystin D,MDST8
pandacostat,FTC-238
dacarbazine,RH-18
erismodegib,EFO-27
IU1,KYM-1
bexarotene,SUP-B15
elocalcitol,NCI-H2196
N9-isopropylolomoucine,NCI-H1693
tivozanib,TUHR4TKB
BRD-K80183349,SNU-449
L-685458,HuH28
CI-976,OCI-LY3
PHA-793887,JIMT-1
BRD-K50799972,Set-2
phloretin,SU.86.86
MGCD-265,PA-TU-8902
B02,JL-1
KU-60019,DK-MG
PF-184,NCI-H1703
BRD-K11533227,TE-6
semagacestat,OV56
L-685458,AU565
KU-60019,Becker
lapatinib,TCCSUP
VU0155056,FU97
neratinib,LCLC-103H
KU-55933,RH-18
AZD6482,DAN-G
RAF265,COR-L88
BRD-K85133207,Ishikawa (Heraklio) 02 ER-
IC-87114,KNS-81
JW-74,UACC-257
BRD-K11533227,LCLC-103H
nintedanib,HEC-251
UNC0321,CML-T1
PD 153035,HT-144
erismodegib,NCI-H1581
saracatinib,Hs 683
necrostatin-7,SK-OV-3
BRD-K51490254,LN-18
darinaparsin,KP-N-SI9s
CAL-101,42-MG-BA
ML239,SNU-1079
GSK4112,FTC-238
IU1,NCI-H2452
linsitinib,SNU-C2A
tamoxifen,BC-3C
BRD-K49290616,JURKAT
dacarbazine,LC-1/sq-SF
cabozantinib,PL-21
IU1,PEER
BRD-A02303741,MDST8
EX-527,NCI-H1694
BRD-K49290616,CAL-120
cerulenin,VMRC-RCZ
BRD-A02303741,HCC-95
staurosporine,HCC-95
GSK4112,HCC4006
NSC 74859,SNU-869
manumycin A,SK-MEL-3
BRD-K50799972,SUP-T11
valdecoxib,GSS
CD-437,VCaP
QS-11,SNU-1272
BRD-K52037352,NUGC-4
L-685458,HuH-6
BRD-K80183349,HEC-1-B
PD 153035,THP-1
tamoxifen,OV-90
UNC0638,WM-793
etomoxir,OCI-AML5
EX-527,SK-MEL-2
triptolide,IGR-39
TPCA-1,HCC-56
XL765,KYSE-70
elocalcitol,GI-1
TGX-221,SUP-T11
erismodegib,8305C
NSC 74859,MDA-MB-468
MGCD-265,NCI-H2444
brivanib,TOV-21G
ML050,COLO-800
bexarotene,J82
UNC0321,NCI-H1155
Repligen 136,HCC202
cerulenin,SK-N-AS
elocalcitol,Calu-1
etoposide,ONCO-DG-1
GW-405833,"G-292, clone A141B1"
tamoxifen,SNU-1196
imatinib,A-375
skepinone-L,MDA-MB-468
erismodegib,Hs 729
PD 153035,MDST8
nintedanib,JHH-6
vorapaxar,DMS 454
pifithrin-mu,ESS-1
pandacostat,HCC-1833
PD 153035,RERF-LC-MS
manumycin A,NCI-H1734
myricetin,MDA-MB-231
L-685458,JURKAT
DNMDP,SW 1990
BRD-K85133207,HCC2218
importazole,HCC-78
salermide,RERF-LC-MS
PRIMA-1-Met,RMG-I
manumycin A,A101D
BRD-K26531177,HCC-95
UNC0321,SNU-478
EX-527,JHH-5
L-685458,Becker
BRD-K50799972,MHH-CALL-3
dacarbazine,SU.86.86
IPR-456,SCC-4
STF-31,SNU-C2A
pifithrin-mu,A101D
tanespimycin,NCI-H1395
linsitinib,NUGC-4
thalidomide,IMR-32
XL765,COLO-800
pifithrin-mu,PF-382
etomoxir,MFE-296
indisulam,SW 1783
epigallocatechin-3-monogallate,P3HR-1
abiraterone,LXF-289
saracatinib,GOS-3
spautin-1,KP-N-SI9s
MGCD-265,OV56
VU0155056,PEER
IPR-456,DV-90
SKI-II,Calu-3
necrosulfonamide,COLO 829
vorapaxar,RH-30
BRD-K85133207,HCC1954
KU-60019,DMS 53
palmostatin B,DND-41
ML029,BxPC-3
BRD-K66532283,U266B1
valdecoxib,TE-6
IC-87114,OPM-2
BRD-K45681478,MC116
PDMP,HL-60
Ko-143,RI-1
ML203,SU.86.86
IC-87114,U266B1
IC-87114,KCL-22
lomeguatrib,Panc 03.27
KU-60019,NCI-H2405
BRD-K52037352,MM1-S
Repligen 136,AU565
ML239,NCI-H2052
BRD-K24690302,Hs 683
GW-405833,A-204
BRD-K50799972,COLO-800
pifithrin-mu,J82
KU-55933,HT-144
KH-CB19,NCI-H1650
neratinib,FTC-133
fulvestrant,MHH-ES-1
trifluoperazine,EFE-184
fumonisin B1,HCC1569
imatinib,OCI-AML5
BRD-K49290616,JIMT-1
BRD-K51490254,PK-1
sitagliptin,U-87 MG
BRD-K09587429,RH-30
tamoxifen,WM1799
lapatinib,SK-HEP-1
Ko-143,SNU-61
BRD-K09587429,NCI-H358
brivanib,JK-1
tamatinib,YD-38
CHIR-99021,HPAF-II
importazole,RMG-I
BRD-K96431673,MHH-ES-1
BRD-K96431673,TCCSUP
KU-60019,LS411N
barasertib,OUMS-23
tacrolimus,MG-63
GSK4112,NCI-H2286
etomoxir,CHP-126
EX-527,KCL-22
valdecoxib,MOTN-1
NSC30930,JHUEM-2
etomoxir,SNU-387
OSI-930,NCI-H1299
BRD-A05715709,DAN-G
spautin-1,NCI-H1650
valdecoxib,DK-MG
SRT-1720,Hs 729
tigecycline,LS 180
darinaparsin,CAL-62
epigallocatechin-3-monogallate,MOR/CPR
austocystin D,TM-31
etoposide,PA-TU-8902
SR1001,Ishikawa (Heraklio) 02 ER-
staurosporine,EHEB
BRD-K85133207,TCCSUP
phloretin,GI-1
KU-55933,SU-DHL-6
neratinib,MFE-296
Ko-143,JHH-6
L-685458,RT4
BRD-K96970199,SNU-5
B02,SU-DHL-6
sildenafil,SNU-478
pifithrin-mu,LUDLU-1
tigecycline,SU-DHL-1
thalidomide,A2058
axitinib,VMRC-RCZ
NSC30930,BICR 31
neratinib,SF126
vorapaxar,OPM-2
CHIR-99021,MDA-MB-231
etomoxir,SW48
dacarbazine,FU97
EX-527,Becker
chlorambucil,NCI-H1651
ML050,NUGC-4
DNMDP,ONCO-DG-1
nutlin-3,HMCB
ML029,Hs 578T
trifluoperazine,GAMG
ABT-737,NCI-H1792
NSC632839,KYSE-70
CD-1530,NCI-H1339
MGCD-265,OVK18
necrostatin-7,RH-30
BRD-K52037352,PF-382
ML239,TE-1
cytarabine hydrochloride,JL-1
axitinib,SU-DHL-6
KW-2449,HCC2218
ML050,LS123
TGX-221,COR-L105
SR1001,NCI-H1435
cerulenin,BICR 31
thalidomide,MOTN-1
indisulam,PE/CA-PJ49
decitabine,GI-1
UNC0638,COR-L88
indisulam,Hs 578T
fluvastatin,NCI-H2009
trifluoperazine,EN
PDMP,MOLM-6
LRRK2-IN-1,SK-BR-3
RITA,EFE-184
BRD-K50799972,TT
ML050,MC116
barasertib,SHP-77
tamoxifen,LN-18
myricetin,TE-1
NSC23766,HCC-95
NSC 74859,LN-229
canertinib,LU65
IC-87114,JHH-5
BRD-K41597374,NCI-H1693
EX-527,JK-1
chlorambucil,IGR-39
GSK4112,P3HR-1
bleomycin A2,FaDu
etoposide,EN
myricetin,CHP-126
silmitasertib,NCI-H1299
brivanib,HPAF-II
BRD-A02303741,FTC-133
CD-1530,SK-OV-3
canertinib,KYSE-70
saracatinib,RCM-1
BRD-K80183349,QGP-1
CI-976,DK-MG
TGX-221,VCaP
vorinostat,J82
BRD-A02303741,MHH-ES-1
UNC0321,MEL-HO
L-685458,COV434
BRD-K80183349,COLO 684
skepinone-L,SK-LMS-1
DNMDP,TCCSUP
RITA,SW1417
RAF265,KE-39
nintedanib,NCI-H2342
PYR-41,HUP-T4
NSC30930,J82
JW-74,SU-DHL-6
NSC23766,GSS
B02,HEL
DNMDP,CHP-126
BRD-K41597374,HOS
linsitinib,NCI-H2405
RITA,LU65
trifluoperazine,SK-LMS-1
neratinib,A2058
thalidomide,SK-HEP-1
Repligen 136,NCI-H2452
A-804598,HuH-6
ML029,SK-MEL-3
BRD-K24690302,YD-38
palmostatin B,COLO 829
BRD-K49290616,NCI-H1581
BRD-K52037352,RI-1
BRD-K45681478,GI-1
gemcitabine,BICR 31
IC-87114,SNU-46
ML050,SNU-1041
B02,PK-1
BRD-K24690302,EPLC-272H
trifluoperazine,Panc 03.27
erismodegib,JURKAT
VU0155056,A172
ML203,SNU-182
L-685458,BT-20
BRD-K41597374,HuCCT1
bendamustine,Panc 03.27
lapatinib,NCI-H1155
BRD-K85133207,WM-793
sildenafil,TC-71
BCL-LZH-4,LK-2
IU1,TUHR4TKB
BRD-K33199242,HOS
BRD-K66532283,HT-144
BCL-LZH-4,SK-HEP-1
LY-2157299,HCT 116
PDMP,LU65
PRIMA-1,RT4
methylstat,SJSA-1
KW-2449,OVK18
trifluoperazine,JHH-6
dacarbazine,MFE-296
bendamustine,GP2d
MGCD-265,Panc 03.27
IC-87114,HEC-1-B
tacrolimus,SK-N-BE(2)
BRD-K11533227,HEC-50B
pifithrin-alpha,COLO 829
BRD-A02303741,NCI-H2342
Ch-55,NCI-H441
Compound 7d-cis,HCC-366
BRD-K48334597,HCC-78
BRD-K80183349,GI-1
EX-527,NCI-H716
BRD-K48334597,SNU-182
BRD-K41597374,NCI-H2052
XL765,NCI-H2081
RG-108,NCI-H1581
SR1001,LN-18
IU1,LS1034
UNC0638,YD-38
SRT-1720,HPAF-II
IU1,SNU-478
KU-55933,OCI-AML2
saracatinib,NCI-H2452
necrostatin-7,MG-63
tigecycline,SKM-1
UNC0638,HEC-50B
PD 153035,JHH-6
Compound 23 citrate,OV56
KU-55933,SNU-C5
BRD-K51490254,EOL-1
BRD-K24690302,HUP-T4
vorapaxar,DBTRG-05MG
neratinib,MHH-NB-11
BRD-K51490254,RMG-I
semagacestat,MOTN-1
BRD-K34485477,HT-29
nintedanib,RCC10RGB
GANT-61,QGP-1
myricetin,GP2d
BRD-K11533227,SNU-423
curcumin,BC-3C
sitagliptin,GSS
MK-2206,MHH-NB-11
hyperforin,KCL-22
EX-527,TE-5
BRD-K33199242,JL-1
PF-184,TE-6
OSI-930,SK-MEL-2
ML029,TE-8
VU0155056,U266B1
tamatinib,Calu-6
staurosporine,BxPC-3
alisertib,SNU-410
tacrolimus,QGP-1
tanespimycin,U-2 OS
lapatinib,SNU-182
tacrolimus,PE/CA-PJ49
trifluoperazine,SNU-489
CHIR-99021,EOL-1
BRD-K45681478,HPAF-II
L-685458,ONCO-DG-1
elocalcitol,LS 180
valdecoxib,YD-8
ML239,KP-2
BRD-K66532283,HGC-27
manumycin A,JURKAT
BRD-K41597374,P12-ICHIKAWA
NVP-TAE684,OV56
UNC0638,TE-6
pifithrin-mu,GMS-10
SKI-II,IPC-298
BRD-K66532283,NCI-H1563
BRD-K44224150,TCCSUP
BRD-K85133207,HT-1376
dasatinib,MDA-MB-361
PDMP,OCI-LY-19
brivanib,Calu-1
PDMP,SKM-1
BRD-K44224150,NCI-H2405
VU0155056,MDA-MB-231
Repligen 136,HCC1419
nutlin-3,Calu-6
alisertib,KYSE-180
NSC 74859,UACC-812
myriocin,23132/87
erismodegib,P12-ICHIKAWA
BRD-K45681478,EB1
NSC23766,HEC-1-B
nilotinib,MHH-CALL-3
ML203,DV-90
KU-60019,NCI-H441
RITA,DEL
tubastatin A,NCI-H2087
VU0155056,SCC-25
barasertib,"G-292, clone A141B1"
brivanib,LS123
trifluoperazine,PL-21
triptolide,CAL-62
BRD-K44224150,CAL-120
Repligen 136,MFE-296
tivozanib,NCI-H1435
N9-isopropylolomoucine,VMRC-RCZ
linsitinib,VMRC-RCZ
CD-1530,OV56
GW-405833,A549
erismodegib,A-375
GW-405833,HGC-27
ifosfamide,P12-ICHIKAWA
MGCD-265,SCaBER
BRD-K24690302,SNU-5
BRD-K33199242,TUHR4TKB
NSC 74859,KNS-81
Ch-55,SK-MEL-3
A-804598,Calu-1
IPR-456,SNU-C5
BRD-K66532283,TE-5
vorapaxar,HCC-56
trifluoperazine,SF126
KH-CB19,TE-5
BRD-A02303741,HT-1376
nilotinib,KNS-81
BRD-K24690302,NCI-H2087
linsitinib,Calu-6
YM-155,MHH-NB-11
bendamustine,AsPC-1
GSK4112,DMS 273
UNC0321,SJSA-1
PF-184,HT-1376
tamatinib,LS123
ML239,MOTN-1
CAL-101,SNU-449
lomeguatrib,HT115
trifluoperazine,HuCCT1
palmostatin B,RCC10RGB
importazole,HEL
tamatinib,NCI-H2405
PYR-41,B-CPAP
IU1,HCC-1438
sorafenib,NCI-H2052
LRRK2-IN-1,SW620
bleomycin A2,Becker
SR1001,SNU-1196
ML029,JHH-5
Repligen 136,OS-RC-2
erismodegib,HCC1954
vorapaxar,JL-1
BRD-K17060750,NCI-H1693
NSC30930,SNU-175
tacrolimus,EHEB
COL-3,HuT 78
BRD-K96970199,A549
CHIR-99021,ACHN
abiraterone,A-375
OSI-930,NCI-H1385
ML239,ST486
CHIR-99021,SNU-1196
blebbistatin,BxPC-3
alisertib,LS411N
axitinib,KLE
KU-55933,MOTN-1
OSI-027,VCaP
dacarbazine,SK-CO-1
brivanib,HUP-T3
fulvestrant,NCI-H358
DNMDP,JHH-5
hyperforin,TOV-21G
pifithrin-mu,COLO 829
CAL-101,NCI-H2196
hyperforin,DAN-G
ML203,B-CPAP
cabozantinib,NCI-H1563
abiraterone,KNS-81
myricetin,NCI-H1155
VU0155056,SJSA-1
austocystin D,AsPC-1
RG-108,DEL
bexarotene,IPC-298
vandetanib,MHH-ES-1
BRD-K96970199,OVTOKO
necrostatin-7,JHH-5
VU0155056,RI-1
TGX-221,COV362
MG-132,697
dacarbazine,HCC-56
Compound 23 citrate,NUGC-4
RITA,U266B1
daporinad,SNU-C2A
GSK4112,AMO-1
RG-108,LN-229
NSC23766,HCC-1833
elocalcitol,YD-38
GANT-61,NCI-H1385
axitinib,HCT 116
BRD-K34485477,PEER
BRD-A02303741,ACC-MESO-1
BCL-LZH-4,BICR 31
BRD1835,TE-8
trifluoperazine,TT
neratinib,SK-MEL-3
tubastatin A,HEL
Repligen 136,RH-18
fumonisin B1,SU-DHL-4
ABT-737,23132/87
IU1,SK-N-FI
A-804598,HCC-56
KU-55933,TM-31
simvastatin,JVM-2
hyperforin,BxPC-3
CD-1530,EN
PRIMA-1,LS 180
ABT-737,Ishikawa (Heraklio) 02 ER-
Compound 23 citrate,MHH-ES-1
etomoxir,HCC-95
BRD-K09587429,RL95-2
ML239,Calu-6
fluvastatin,SK-OV-3
tacrolimus,NCI-H2444
lomeguatrib,KP-N-YN
BRD-K45681478,Capan-1
A-804598,Hs 822.T
ML029,RI-1
BRD-K50799972,Hs 578T
VER-155008,EOL-1
niclosamide,FU97
semagacestat,Set-2
semagacestat,SNU-869
EX-527,ACHN
tacrolimus,G-361
BRD-K85133207,LS 180
ML239,A101D
AM-580,LN-18
lapatinib,KP-N-SI9s
erismodegib,EFE-184
BRD-K24690302,NCI-H2009
pyrazolanthrone,NCI-H2081
NSC30930,OCI-AML2
palmostatin B,HUP-T3
