DRUG_NAME,CELL_LINE_NAME
Methotrexate,PA-TU-8902
Ibrutinib,OCI-LY-19
Selumetinib,HT-144
Dihydrorotenone,SK-MG-1
MK-2206,UACC-62
Cediranib,NCI-H747
Dabrafenib,IHH-4
Bosutinib,TC-71
Cediranib,SW13
Ipatasertib,JSC-1
Dihydrorotenone,T84
Methotrexate,SISO
Sapitinib,OVCA420
Venetoclax,EW-22
Motesanib,EoL-1-cell
Ibrutinib,CTB-1
Sapitinib,KYSE-520
Venetoclax,ES8
Paclitaxel,LOXIMVI
Trametinib,SK-CO-1
Pictilisib,ML-2
Refametinib,HCC-15
Ipatasertib,LB996-RCC
Dabrafenib,IPC-298
Savolitinib,HCC2998
Vinorelbine,SNG-M
MK-2206,RPMI-8866
Methotrexate,HCC1428
Ribociclib,EW-22
Docetaxel,KE-37
Bromosporine,MLMA
Docetaxel,CAMA-1
Osimertinib,SU-DHL-4
Bortezomib,A3-KAW
Cediranib,TE-10
Tretinoin,BONNA-12
Vinorelbine,COR-L321
Trametinib,HTC-C3
Taselisib,A431
Dabrafenib,MHH-CALL-2
Talazoparib,769-P
Tanespimycin,NCI-H292
Ribociclib,L-363
Bosutinib,BxPC-3
Lapatinib,KYSE-450
Docetaxel,KYSE-450
Selumetinib,SKM-1
Osimertinib,RS4-11
Cediranib,JEKO-1
Ipatasertib,NCI-H835
Ibrutinib,BONNA-12
Refametinib,ASH-3
Selumetinib,TC-YIK
Taselisib,SIMA
Lapatinib,COR-L105
Ribociclib,SK-LU-1
Venetoclax,YKG-1
Dabrafenib,IGR-37
Docetaxel,LOU-NH91
Tretinoin,NB6
Methotrexate,PEO1
Docetaxel,MFE-319
Savolitinib,IST-SL1
Taselisib,NB5
Paclitaxel,ES8
Cediranib,WSU-DLCL2
Selumetinib,769-P
Trametinib,KP-2
Afatinib,NAMALWA
Teniposide,EW-16
Selumetinib,SK-N-AS
Sapitinib,VAL
Sinularin,NCI-H1963
Savolitinib,ML-2
Osimertinib,KYSE-450
Dasatinib,EPLC-272H
Dasatinib,U-698-M
Sinularin,A2058
Vorinostat,NCI-H835
Docetaxel,HCC-15
Osimertinib,COR-L32
Cediranib,MHH-CALL-4
Savolitinib,TC-YIK
Vinorelbine,HCC-15
Pictilisib,EB-3
Bortezomib,A431
Bosutinib,NCI-H28
Savolitinib,BV-173
Selumetinib,JHH-2
Ribociclib,MHH-CALL-2
Sapitinib,CFPAC-1
Osimertinib,RPMI-8226
Palbociclib,U-87-MG
Afatinib,SCC90
Bortezomib,KYSE-180
Dihydrorotenone,SK-MEL-5
Pictilisib,NKM-1
Refametinib,NB5
Afatinib,CTB-1
Vinorelbine,IST-SL1
Ribociclib,RL
Taselisib,DAN-G
Savolitinib,OAW-28
Vinorelbine,NCI-H1436
Talazoparib,EW-22
Bosutinib,8-MG-BA
Afatinib,CAKI-1
Afatinib,CAL-33
Pictilisib,NCI-H1876
MK-2206,KY821
Savolitinib,NCI-H2023
Methotrexate,SNU-61
Bosutinib,KY821
Dabrafenib,KASUMI-1
Cediranib,KARPAS-45
Tanespimycin,COR-L32
Taselisib,OVK-18
Osimertinib,NB(TU)1-10
Pictilisib,DAN-G
Vorinostat,Ca9-22
Palbociclib,RCC-JF
Refametinib,DK-MG
Sinularin,HCC-827
Pictilisib,EW-11
Paclitaxel,KYSE-50
Sinularin,REH
Bromosporine,YH-13
Osimertinib,BC-1
Palbociclib,A3-KAW
Dihydrorotenone,Ca9-22
Cediranib,DSH1
Dasatinib,JIMT-1
Bortezomib,MHH-CALL-2
Dabrafenib,SW948
Bosutinib,CCRF-CEM
Vorinostat,SUP-T1
Sapitinib,FADU
Taselisib,L-363
Sapitinib,NCI-H1623
Savolitinib,LC-1-sq
Buparlisib,D-392MG
Ipatasertib,VAL
Bortezomib,KYSE-140
Paclitaxel,T98G
Tanespimycin,A375
Pictilisib,NCI-H2085
Paclitaxel,YKG-1
Docetaxel,KASUMI-1
Methotrexate,KNS-62
Tanespimycin,TE-6
Buparlisib,NCI-H1876
Bromosporine,NCI-H526
Docetaxel,NAMALWA
Dihydrorotenone,A673
Dihydrorotenone,JHH-1
Bortezomib,786-0
Sinularin,H3255
Dihydrorotenone,MDST8
Venetoclax,CHP-212
Lapatinib,KARPAS-45
Bortezomib,HPAC
Savolitinib,Becker
Taselisib,NCI-H1623
Osimertinib,GR-ST
Talazoparib,KE-37
Palbociclib,KY821
Vorinostat,IGR-37
Paclitaxel,SU-DHL-4
Taselisib,MG-63
Vorinostat,A431
Sinularin,NAMALWA
Dihydrorotenone,EW-13
Methotrexate,NCI-H835
Ribociclib,IST-SL1
Ibrutinib,NCI-H28
Tretinoin,LB373-MEL-D
Afatinib,KY821
Methotrexate,639-V
Vinorelbine,A2058
Cediranib,LOU-NH91
MK-2206,NCI-H250
MK-2206,FU97
Dasatinib,KMRC-20
Selumetinib,NCI-H1581
Methotrexate,EW-7
Osimertinib,MHH-NB-11
MK-2206,NCI-H835
Ribociclib,SU-DHL-10
Sapitinib,H4
Vinorelbine,EW-16
Irinotecan,U031
Afatinib,HCC-44
Sinularin,ATN-1
Cediranib,IGROV-1
Ipatasertib,NUGC-3
Palbociclib,NCI-H1648
Vinorelbine,PSN1
Lapatinib,NCI-H1781
Sinularin,IHH-4
Savolitinib,OVCA420
Ipatasertib,MFE-319
Methotrexate,CAL-78
Vinorelbine,LCLC-97TM1
Cediranib,SNU-387
Ribociclib,SIMA
Buparlisib,NCI-H526
Savolitinib,ATN-1
Paclitaxel,CCRF-CEM
Ibrutinib,NCI-H2023
Ipatasertib,NCI-H64
Bortezomib,23132-87
Ipatasertib,LOXIMVI
Pictilisib,EW-7
Vorinostat,SUP-M2
Dasatinib,JHU-029
Paclitaxel,PANC-03-27
Teniposide,ASH-3
Bromosporine,SU-DHL-10
Docetaxel,GI-1
Savolitinib,H4
Selumetinib,ESO51
Dihydrorotenone,EW-24
Dabrafenib,HTC-C3
Lapatinib,786-0
Selumetinib,NCI-H1944
Taselisib,NB(TU)1-10
Afatinib,A704
Dasatinib,HSC-4
Lapatinib,KYSE-520
Motesanib,RPMI-8226
Paclitaxel,CaR-1
Irinotecan,KU-19-19
Cediranib,KCL-22
Sinularin,SU-DHL-10
Taselisib,NCI-H1703
Docetaxel,NB10
Bortezomib,SNG-M
Osimertinib,KYSE-520
Vinorelbine,CAMA-1
MK-2206,COR-L321
Irinotecan,MEG-01
Dihydrorotenone,CW-2
Ibrutinib,SBC-3
Dasatinib,JHH-2
Paclitaxel,RPMI-8226
Venetoclax,U-698-M
Cediranib,GB-1
Refametinib,MEL-HO
Bortezomib,NAMALWA
Osimertinib,Ca9-22
Dihydrorotenone,BC-1
Docetaxel,KASUMI-1
Ribociclib,RPMI-8226
Ipatasertib,NCI-H211
Tanespimycin,DOV13
Paclitaxel,KY821
Tanespimycin,A3-KAW
Motesanib,DEL
Cediranib,ML-2
Buparlisib,LOU-NH91
Trametinib,BB49-HNC
Lapatinib,BICR78
Afatinib,SNU-1040
Lapatinib,EoL-1-cell
Sapitinib,HuCCT1
Bromosporine,A4-Fuk
Motesanib,TOV-112D
Vinorelbine,SU-DHL-4
Tretinoin,NCC021
Tanespimycin,SK-MG-1
Paclitaxel,SUP-T1
Teniposide,EW-11
Refametinib,SK-N-AS
Afatinib,NCI-H1781
Cediranib,GAMG
Dihydrorotenone,CAL-27
Irinotecan,SU-DHL-1
Trametinib,KCL-22
Teniposide,MDA-MB-157
Vorinostat,SU-DHL-16
Motesanib,GR-ST
Ibrutinib,DSH1
Vorinostat,COR-L105
MK-2206,VA-ES-BJ
Selumetinib,GAK_cell
Afatinib,NUGC-3
Bortezomib,ML-2
Dihydrorotenone,NCI-H841
Talazoparib,A431
Sapitinib,TE-5
Taselisib,NALM-6
Teniposide,A673
Talazoparib,H9
Tanespimycin,IPC-298
Paclitaxel,SJSA-1
MK-2206,SKM-1
Dasatinib,NCI-H1703
Venetoclax,A101D
Dihydrorotenone,NCI-N87
Bortezomib,TT
Lapatinib,BC-1
Cediranib,LOUCY
Savolitinib,H9
Teniposide,C32
Sinularin,LC-1-sq
Afatinib,TK10
Palbociclib,NCI-H28
Palbociclib,HCC2998
Lapatinib,SK-MEL-30
Afatinib,SKM-1
Docetaxel,TE-10
Vorinostat,8-MG-BA
Dasatinib,KYSE-520
Dabrafenib,JSC-1
Talazoparib,GB-1
Motesanib,RPMI-6666
Docetaxel,WSU-NHL
Ribociclib,786-0
Trametinib,NCI-N87
Pictilisib,KON
Paclitaxel,SU-DHL-1
Lapatinib,NCI-H1869
Savolitinib,NCI-H1341
MK-2206,A704
Docetaxel,42-MG-BA
MK-2206,TC-YIK
Buparlisib,NB(TU)1-10
Buparlisib,NCI-H1623
Dabrafenib,MFE-319
Methotrexate,LC-1-sq
Ipatasertib,U031
Savolitinib,BT-20
Docetaxel,HTC-C3
Ribociclib,DMS-114
Ipatasertib,CAL-51
Savolitinib,HSC-4
Refametinib,NKM-1
Talazoparib,HCC1395
Cediranib,BEN
Ribociclib,BEN
Cediranib,RL
Tretinoin,SK-MEL-5
Docetaxel,CAL-33
Bosutinib,KYAE-1
Dasatinib,MEG-01
Paclitaxel,CAL-33
Dasatinib,DK-MG
Osimertinib,A431
Docetaxel,HCC2998
Irinotecan,MOLT-16
Trametinib,CAKI-1
Bortezomib,JVM-3
Trametinib,U-266
Bromosporine,RERF-LC-KJ
Docetaxel,NCI-H64
Ibrutinib,DEL
Tanespimycin,WM35
Palbociclib,OACM5-1
Dasatinib,SAT
Irinotecan,BV-173
Lapatinib,Ca9-22
Tanespimycin,KNS-62
Sapitinib,RCC-AB
Bortezomib,U031
Bosutinib,SW156
Irinotecan,EW-16
Bortezomib,HCC70
Talazoparib,OVK-18
Osimertinib,TE-12
Refametinib,TYK-nu
Bromosporine,SCC90
Afatinib,KMOE-2
Irinotecan,CHP-134
Lapatinib,LS-1034
Bosutinib,HuO-3N1
Venetoclax,CRO-AP2
Taselisib,KYSE-410
Ipatasertib,JiyoyeP-2003
Sinularin,HCC-44
Irinotecan,SIMA
MK-2206,EoL-1-cell
Vinorelbine,CP50-MEL-B
Bosutinib,NCI-H2342
Motesanib,ESO26
Sapitinib,A253
Cediranib,SIG-M5
Bosutinib,OVCAR-5
Bosutinib,OVCA420
Docetaxel,HTC-C3
Taselisib,Detroit562
MK-2206,HT55
MK-2206,SW948
Selumetinib,SBC-5
Bortezomib,RCC-JF
Dihydrorotenone,SW13
Motesanib,JSC-1
Sinularin,KASUMI-1
Talazoparib,KY821
Ibrutinib,ESO26
Dihydrorotenone,MFE-319
Ibrutinib,MHH-NB-11
Talazoparib,L-428
Buparlisib,CTB-1
Refametinib,HT55
Buparlisib,IHH-4
Talazoparib,EW-13
Dabrafenib,TE-4
Dasatinib,KU-19-19
Motesanib,JHU-011
Ipatasertib,MKN45
Savolitinib,KARPAS-1106P
Ribociclib,NCI-H292
Venetoclax,EoL-1-cell
Bosutinib,KCL-22
Sinularin,TK
Cediranib,BICR78
Osimertinib,JVM-3
Buparlisib,SUP-M2
Lapatinib,SU-DHL-10
Trametinib,ASH-3
Dasatinib,IHH-4
Lapatinib,KYSE-410
Tanespimycin,ESO51
Taselisib,23132-87
Afatinib,NB14
Buparlisib,OACp4C
Palbociclib,LOXIMVI
Tanespimycin,NCI-H1963
Docetaxel,RPMI-7951
Motesanib,OV-7
Dihydrorotenone,OSC-20
Ribociclib,KE-37
Bosutinib,MKN1
Irinotecan,CFPAC-1
Venetoclax,NAMALWA
Bromosporine,KARPAS-1106P
Savolitinib,MONO-MAC-6
Osimertinib,Detroit562
Talazoparib,NCI-H2196
Motesanib,SBC-5
Lapatinib,EPLC-272H
Cediranib,NCI-H1703
Lapatinib,NCC021
Osimertinib,KELLY
Motesanib,BT-20
Selumetinib,HCC-15
Irinotecan,EW-11
Methotrexate,HCC70
Ribociclib,OACp4C
Tanespimycin,TE-8
Motesanib,HCT-15
Tanespimycin,42-MG-BA
Sapitinib,KARPAS-1106P
Paclitaxel,NCI-H1648
Bromosporine,CAL-62
Tanespimycin,Detroit562
Docetaxel,CAL-27
Methotrexate,KARPAS-45
Tanespimycin,LOXIMVI
Motesanib,EW-22
Bosutinib,EJM
Dasatinib,BxPC-3
Buparlisib,NCI-H1792
Palbociclib,SU-DHL-10
Teniposide,RPMI-8866
Motesanib,MLMA
Vorinostat,JEKO-1
Teniposide,PEO1
MK-2206,NCI-H1876
Afatinib,KYSE-520
Buparlisib,OE19
MK-2206,42-MG-BA
MK-2206,P12-ICHIKAWA
Dabrafenib,HT55
Dasatinib,BB65-RCC
Selumetinib,H9
Vinorelbine,CAL-78
Talazoparib,8-MG-BA
Talazoparib,DMS-79
Motesanib,NCI-H250
Vorinostat,ES8
Dasatinib,LB996-RCC
Motesanib,NOMO-1
Buparlisib,SW948
Buparlisib,SU-DHL-10
Pictilisib,UACC-62
Paclitaxel,SW948
Methotrexate,DoTc2-4510
Vorinostat,SU-DHL-10
Cediranib,M14
Bortezomib,A704
Trametinib,CCK-81
Osimertinib,MFE-319
Bromosporine,LC-1-sq
Lapatinib,EFM-192A
Savolitinib,CHP-212
Pictilisib,NUGC-3
Bromosporine,A101D
Sinularin,OE19
Pictilisib,FU-OV-1
Docetaxel,LXF-289
Pictilisib,MONO-MAC-6
Lapatinib,L-540
Cediranib,CaR-1
Talazoparib,CFPAC-1
Sapitinib,JHH-1
Docetaxel,ST486
Vinorelbine,GI-1
Vinorelbine,MLMA
Selumetinib,U-266
Docetaxel,SBC-5
Osimertinib,DK-MG
Ribociclib,L-428
Afatinib,JHH-2
Dasatinib,SBC-3
Selumetinib,NCI-N87
Bortezomib,RPMI-6666
Lapatinib,RH-1
Dasatinib,42-MG-BA
Methotrexate,NCI-H1781
Vinorelbine,NCI-H1648
Osimertinib,HOS
Bosutinib,ES8
Savolitinib,A4-Fuk
Ribociclib,MOLM-13
Pictilisib,MOLM-13
Dabrafenib,NCI-H1755
Sinularin,MS751
Cediranib,HCC-827
Venetoclax,RPMI-6666
Dabrafenib,HAL-01
Vorinostat,NCI-H1581
Sapitinib,COR-L105
Ibrutinib,CP50-MEL-B
Motesanib,MEL-HO
Bromosporine,OVCAR-5
Afatinib,NCI-H292
Ibrutinib,SCC90
Lapatinib,CCK-81
Bromosporine,SNU-398
Palbociclib,OVCAR-5
Bortezomib,CCRF-CEM
Afatinib,HT55
Docetaxel,JIMT-1
Vinorelbine,RPMI-8226
Sapitinib,DAN-G
Motesanib,ML-2
Selumetinib,TOV-21G
MK-2206,JHU-011
Bosutinib,ML-1
Docetaxel,SUP-T1
Cediranib,SK-MEL-30
Cediranib,KYSE-140
Ipatasertib,IST-SL2
Tretinoin,IST-SL1
Pictilisib,WSU-NHL
Savolitinib,KARPAS-45
Pictilisib,LXF-289
Docetaxel,RH-1
Lapatinib,RPMI-8226
Bosutinib,NCI-H1755
Methotrexate,JHH-4
Ribociclib,EW-24
Taselisib,HT55
Refametinib,LS-1034
Bortezomib,U-266
Vinorelbine,LOU-NH91
Irinotecan,JEKO-1
Methotrexate,SNU-423
Selumetinib,ML-2
Refametinib,KYSE-520
Pictilisib,SK-OV-3
Dabrafenib,TK
Methotrexate,RCM-1
Selumetinib,TE-4
Ibrutinib,NUGC-3
Dasatinib,HSC-2
Sapitinib,HCT-15
Sapitinib,NCI-H1944
Palbociclib,PCI-30
Osimertinib,SAT
Trametinib,SK-MEL-3
Refametinib,GAK_cell
Dabrafenib,SW156
Docetaxel,NCI-H526
Motesanib,L-428
Dihydrorotenone,MOLT-16
Cediranib,IST-SL1
Dabrafenib,SIG-M5
Pictilisib,EJM
Taselisib,BT-20
Teniposide,SUP-T1
Teniposide,HCT-15
Vorinostat,MHH-CALL-2
Cediranib,KY821
Tretinoin,C32
Docetaxel,NB(TU)1-10
Vinorelbine,JSC-1
Vinorelbine,HTC-C3
Osimertinib,CW-2
Docetaxel,SUP-M2
Vorinostat,DMS-79
Pictilisib,REH
Dasatinib,SK-LU-1
Methotrexate,SK-OV-3
Osimertinib,EPLC-272H
Tanespimycin,WM-115
Buparlisib,NCI-H1581
MK-2206,LNZTA3WT4
Lapatinib,HCC1806
Refametinib,NUGC-3
Vorinostat,ATN-1
Afatinib,KE-37
Selumetinib,A4-Fuk
Bortezomib,KP-3
Savolitinib,U-698-M
Palbociclib,JHU-029
Vorinostat,VAL
Methotrexate,TYK-nu
Ipatasertib,SU-DHL-10
Tretinoin,JHU-011
Docetaxel,BC-1
Docetaxel,RPMI-6666
Bortezomib,MLMA
Taselisib,SU-DHL-4
Selumetinib,SK-N-AS
MK-2206,G-MEL
Docetaxel,MOLT-16
Selumetinib,NCI-H1581
Bortezomib,RCC-AB
Ipatasertib,A431
Palbociclib,NCC021
Lapatinib,COR-L321
Irinotecan,SJSA-1
Docetaxel,EW-11
Bromosporine,REH
Bosutinib,TE-12
Osimertinib,CCRF-CEM
Paclitaxel,MOLM-13
Vorinostat,CCK-81
Docetaxel,TE-4
Irinotecan,DOV13
Dasatinib,PSN1
Afatinib,RCC-AB
Venetoclax,DK-MG
Docetaxel,FLO-1
Refametinib,JHU-011
Trametinib,SAT
Sinularin,SUP-T1
Pictilisib,NAMALWA
Cediranib,NB6
Afatinib,DOV13
Docetaxel,IHH-4
Selumetinib,SU8686
Dabrafenib,KE-37
Dihydrorotenone,CAMA-1
Savolitinib,KU-19-19
Pictilisib,FADU
Methotrexate,GR-ST
Lapatinib,HCC1395
Taselisib,SW948
Buparlisib,HCC1395
Sapitinib,TE-12
Methotrexate,OACp4C
Vorinostat,NB10
Vinorelbine,PL-21
Ipatasertib,NCI-H2196
Vinorelbine,CHP-212
Vorinostat,MONO-MAC-6
Palbociclib,8-MG-BA
Palbociclib,ST486
Lapatinib,KM-H2
Trametinib,NCI-H1648
Selumetinib,SW1417
Talazoparib,H4
Vorinostat,NOMO-1
Bortezomib,T98G
Ribociclib,KY821
Lapatinib,CHP-212
Refametinib,FADU
Savolitinib,KELLY
Ribociclib,TE-10
Dabrafenib,JHH-4
Tanespimycin,639-V
Vorinostat,BICR78
Vorinostat,MOLT-16
Trametinib,BxPC-3
Dabrafenib,RCC-AB
Buparlisib,ALL-SIL
MK-2206,CCRF-CEM
Dabrafenib,BV-173
Savolitinib,SU-DHL-1
Palbociclib,Detroit562
Refametinib,DAN-G
Refametinib,JHH-1
Buparlisib,NCI-H211
Palbociclib,SK-CO-1
Pictilisib,NCI-H292
Talazoparib,L-540
Dabrafenib,SK-MEL-1
Bosutinib,PANC-03-27
Lapatinib,U-698-M
Ipatasertib,MLMA
Ipatasertib,SK-MG-1
Taselisib,BC-1
Lapatinib,EJM
Cediranib,NCI-H835
Taselisib,EoL-1-cell
Bosutinib,OCI-LY-19
Dihydrorotenone,TOV-112D
Trametinib,A3-KAW
Cediranib,KARPAS-1106P
Sapitinib,769-P
Venetoclax,MOLT-16
Bortezomib,KNS-81-FD
Bortezomib,OCI-LY-19
Docetaxel,HCC2998
Talazoparib,CCRF-CEM
Buparlisib,JiyoyeP-2003
Tanespimycin,SK-CO-1
Venetoclax,NCI-H661
Irinotecan,RF-48
Bosutinib,L-428
Vinorelbine,ATN-1
Sinularin,LXF-289
Vorinostat,MHH-CALL-4
Ipatasertib,EVSA-T
Ibrutinib,JHH-2
Afatinib,ML-2
Dabrafenib,EB-3
Dabrafenib,ATN-1
Selumetinib,WSU-NHL
Dasatinib,MOLM-13
Bortezomib,639-V
Lapatinib,EW-7
Savolitinib,CAL-120
Bosutinib,RS4-11
Docetaxel,MS-1
Ipatasertib,NCI-H1755
Dasatinib,OCI-LY-19
Dasatinib,SIG-M5
Docetaxel,NCI-H1623
Refametinib,TC-YIK
Sapitinib,no-10
Ibrutinib,SCC-15
Methotrexate,KU-19-19
Refametinib,CHP-212
Ipatasertib,KE-37
Dasatinib,Ca9-22
Buparlisib,CAL-62
Osimertinib,HLE
Docetaxel,CP50-MEL-B
Irinotecan,VA-ES-BJ
Bosutinib,KYSE-450
Bosutinib,OE19
Tanespimycin,SW620
Sinularin,KARPAS-1106P
Motesanib,KYSE-180
Ribociclib,SUP-M2
Osimertinib,SW962
Methotrexate,HSC-4
Docetaxel,EoL-1-cell
Pictilisib,23132-87
Motesanib,ECC12
Dasatinib,BONNA-12
Vorinostat,TC-YIK
Afatinib,JiyoyeP-2003
Lapatinib,Detroit562
Docetaxel,H9
Motesanib,EVSA-T
Selumetinib,MKN45
Dabrafenib,HCC2218
Dasatinib,Hey
Bosutinib,RCC-JF
Ibrutinib,HuCCT1
Ribociclib,NB14
Dihydrorotenone,J82
Osimertinib,OE19
Pictilisib,SUP-T1
Sinularin,CCK-81
MK-2206,MKN45
Osimertinib,NUGC-3
Pictilisib,TE-8
Methotrexate,MONO-MAC-6
Afatinib,NUGC-4
Pictilisib,EVSA-T
Vorinostat,MZ2-MEL
Talazoparib,PL-21
Dasatinib,JiyoyeP-2003
Pictilisib,CHSA0011
Lapatinib,ES1
Osimertinib,KON
Sapitinib,MKN1
Trametinib,Hey
Paclitaxel,KCL-22
Ribociclib,769-P
Docetaxel,MKN45
Vinorelbine,MDST8
Cediranib,KYSE-50
Vorinostat,ST486
Ibrutinib,NCI-H1581
Dasatinib,BICR78
Sapitinib,MEL-HO
Bromosporine,BxPC-3
Buparlisib,TC-71
MK-2206,NCI-H1944
Paclitaxel,KYSE-180
Buparlisib,KYSE-50
MK-2206,NB14
Pictilisib,PA-TU-8902
Talazoparib,ML-2
Dasatinib,COR-L105
Bromosporine,JVM-3
Motesanib,RF-48
Osimertinib,A673
Cediranib,KASUMI-1
Lapatinib,LS-513
Dihydrorotenone,FADU
MK-2206,DSH1
Cediranib,U-266
Pictilisib,OACM5-1
Dasatinib,GR-ST
Methotrexate,U-698-M
Cediranib,NCI-H1581
Bortezomib,NB14
Dihydrorotenone,A253
Savolitinib,NKM-1
Vinorelbine,HCC2218
Lapatinib,NCI-H1688
Refametinib,NUGC-4
Bortezomib,IPC-298
MK-2206,JHH-2
Trametinib,CAL-62
Docetaxel,TE-8
Ribociclib,JHH-2
Bosutinib,SW13
Lapatinib,RPMI-7951
Taselisib,KYSE-450
Bosutinib,LC-1-sq
Bosutinib,JEKO-1
Buparlisib,CAS-1
Afatinib,Ca-Ski
Afatinib,SU-DHL-10
Taselisib,LS-513
Buparlisib,VA-ES-BJ
Bromosporine,CADO-ES1
Motesanib,PL-21
Ipatasertib,TOV-21G
Savolitinib,DK-MG
Bosutinib,MOLM-13
Paclitaxel,MZ2-MEL
Docetaxel,NCI-H1792
MK-2206,LS-513
Motesanib,SNG-M
Sapitinib,NCI-H2342
Afatinib,HCC2218
Palbociclib,KARPAS-1106P
Selumetinib,23132-87
Venetoclax,SKM-1
Bortezomib,SUP-M2
Pictilisib,KYSE-450
Bosutinib,ML-2
Ibrutinib,RCC-JF
Taselisib,42-MG-BA
Bromosporine,T98G
Docetaxel,42-MG-BA
Pictilisib,RH-1
Bosutinib,IGROV-1
Paclitaxel,RCC-JF
Dasatinib,TE-6
Palbociclib,NB(TU)1-10
MK-2206,KYSE-140
Palbociclib,MDST8
Docetaxel,ST486
Savolitinib,NCI-H1623
Paclitaxel,OACM5-1
Refametinib,SK-MEL-30
Docetaxel,Ca-Ski
Palbociclib,IGROV-1
Sapitinib,TE-4
Paclitaxel,MS-1
Irinotecan,EoL-1-cell
Bosutinib,LCLC-97TM1
Buparlisib,JIMT-1
Bosutinib,HCC1395
Bromosporine,LS-513
Trametinib,KMOE-2
Afatinib,KYSE-410
Dabrafenib,KARPAS-45
Bosutinib,KYSE-180
Ibrutinib,OV-7
Palbociclib,RPMI-8866
Docetaxel,EJM
Docetaxel,NCI-H526
Trametinib,NCI-H747
Afatinib,NCI-H747
Refametinib,OCI-LY-19
Buparlisib,CAL-27
Vinorelbine,PC-14
Taselisib,EW-11
Pictilisib,NB14
Venetoclax,JHH-1
Vinorelbine,G-MEL
Selumetinib,MONO-MAC-6
Bosutinib,TOV-21G
Ribociclib,NCI-H2196
Paclitaxel,SK-CO-1
Refametinib,KY821
Tretinoin,CHSA0011
Bromosporine,PA-TU-8988T
Docetaxel,TC-YIK
Pictilisib,MEL-HO
Venetoclax,MONO-MAC-6
Tanespimycin,JIMT-1
Trametinib,WM35
Pictilisib,NCI-H1703
Sapitinib,SNG-M
Paclitaxel,NCI-H1755
Ribociclib,ML-2
Ribociclib,DSH1
Buparlisib,NCI-H1963
Sinularin,DSH1
Bromosporine,HTC-C3
Dasatinib,NCI-H28
Motesanib,KMOE-2
Palbociclib,SK-N-AS
Trametinib,UWB1.289
Methotrexate,EoL-1-cell
Ibrutinib,NCI-H358
Vinorelbine,COR-L32
Methotrexate,PC-14
Vinorelbine,NCI-H209
Ribociclib,KCL-22
Pictilisib,LS-513
Ipatasertib,BT-20
Buparlisib,SK-CO-1
Refametinib,OACp4C
Sapitinib,H3255
Buparlisib,RPMI-6666
Palbociclib,Becker
Venetoclax,MOLM-13
Bromosporine,U-698-M
Dasatinib,HTC-C3
Vorinostat,SW948
Talazoparib,MONO-MAC-6
Refametinib,CW-2
Methotrexate,SK-MG-1
Dabrafenib,ChaGo-K-1
Tanespimycin,PANC-03-27
Vinorelbine,SKM-1
Taselisib,CRO-AP2
Irinotecan,SBC-3
Bosutinib,ATN-1
Dabrafenib,NUGC-3
Lapatinib,SUP-T1
Docetaxel,786-0
Ribociclib,EVSA-T
Bromosporine,MDA-MB-231
Bortezomib,CAKI-1
Dihydrorotenone,23132-87
Vinorelbine,TK
Dihydrorotenone,EPLC-272H
Paclitaxel,TC-YIK
Talazoparib,GR-ST
Tanespimycin,MOLM-13
Vorinostat,NUGC-4
Vinorelbine,MOLT-16
Afatinib,NCI-H1703
Ribociclib,REH
Bortezomib,MOLT-16
Bosutinib,TE-6
Dasatinib,NKM-1
Docetaxel,GAMG
Cediranib,A101D
Buparlisib,NKM-1
Ibrutinib,TE-12
Bosutinib,Ca9-22
Afatinib,CCK-81
Irinotecan,SU-DHL-16
Taselisib,KARPAS-1106P
Vorinostat,PL-21
Ribociclib,HCC2218
Lapatinib,GB-1
Methotrexate,TK
Bromosporine,SW626
Vinorelbine,HCC2998
Lapatinib,PANC-10-05
Tretinoin,YKG-1
Ibrutinib,OE19
Docetaxel,OE19
Savolitinib,NCI-H835
Trametinib,KYSE-520
Docetaxel,Becker
Savolitinib,ES8
Vinorelbine,SW13
Dabrafenib,CHSA0011
Sapitinib,H9
Cediranib,KYAE-1
Dihydrorotenone,NCI-H2141
Dihydrorotenone,IGR-37
Vinorelbine,LU-135
Dasatinib,NUGC-3
MK-2206,WSU-DLCL2
Savolitinib,PL-21
Buparlisib,EW-12
Lapatinib,KYAE-1
Methotrexate,ES4
Docetaxel,OACM5-1
Dabrafenib,SU-DHL-4
Motesanib,NCI-H1435
Cediranib,VAL
Lapatinib,A2058
Dabrafenib,WM278
Methotrexate,LS-1034
Sinularin,769-P
Bortezomib,DoTc2-4510
Savolitinib,WM-115
Bortezomib,CCK-81
Savolitinib,SU-DHL-4
Selumetinib,KCL-22
Taselisib,EW-22
Dabrafenib,C32
Afatinib,NALM-6
Docetaxel,NB(TU)1-10
Taselisib,CCK-81
Venetoclax,KMOE-2
Dabrafenib,KY821
Taselisib,NCI-H1781
Docetaxel,EW-22
Buparlisib,23132-87
Cediranib,CP50-MEL-B
Bosutinib,HAL-01
Docetaxel,GI-1
Motesanib,CRO-AP2
Docetaxel,RPMI-8866
Venetoclax,EVSA-T
Pictilisib,JHU-011
Afatinib,HCC-827
Docetaxel,EW-12
Vorinostat,A375
Ribociclib,GR-ST
Lapatinib,KASUMI-1
Palbociclib,A673
Refametinib,A4-Fuk
Palbociclib,NCI-H292
Savolitinib,VA-ES-BJ
Ribociclib,SK-CO-1
Ibrutinib,COR-L321
Paclitaxel,LC-1-sq
