,Term,Adjusted P-value,Genes,drug
1,G2-M Checkpoint,9.821351188816454e-05,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,736201
2,Complement,9.821351188816454e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,736201
3,UV Response Up,0.00014541928798858175,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,736201
4,Allograft Rejection,0.0005256430216897934,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,736201
5,PI3K/AKT/mTOR  Signaling,0.0012246379846625,TBK1;CDK4;LCK;CDK1;EGFR,736201
6,Xenobiotic Metabolism,0.0028973133001842,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,736201
7,Spermatogenesis,0.0029308779503639,CDK1;NEK2;TTK;HSPA2;AURKA,736201
8,UV Response Dn,0.0034890062584696,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,736201
9,Estrogen Response Late,0.0110794048291271,PLK4;RET;CA2;PGR;HPRT1,736201
10,Apical Junction,0.0110794048291271,KCNH2;SYK;CDH11;MAPK14;EGFR,736201
11,KRAS Signaling Up,0.0110794048291271,MAP4K1;CA2;PTGS2;EPHB2;CTSS,736201
12,Androgen Response,0.0425284856383501,STK39;PTK2B;MERTK,736201
13,Mitotic Spindle,0.0451833053261577,CDK1;NEK2;TTK;AURKA,736201
14,Myc Targets V1,0.0451833053261577,HDAC2;CDK4;RUVBL2;HPRT1,736201
15,Glycolysis,0.0451833053261577,CDK1;MERTK;EGFR;AURKA,736201
0,Complement,0.00014363726113644063,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,736202
1,E2F Targets,0.00014363726113644063,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,736202
2,UV Response Up,0.00018904507438515623,KCNH2;RET;CA2;NTRK3;POLE3;PRKCD;HSPA2,736202
3,Allograft Rejection,0.0006406274326844358,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,736202
4,PI3K/AKT/mTOR  Signaling,0.0014328264420552,MAP2K3;TBK1;LCK;CDK1;EGFR,736202
5,G2-M Checkpoint,0.0028248804676796,CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,736202
6,Xenobiotic Metabolism,0.0028248804676796,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,736202
7,Spermatogenesis,0.0028576060016048,CDK1;NEK2;TTK;HSPA2;AURKA,736202
8,UV Response Dn,0.0034017811020079,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,736202
9,Mitotic Spindle,0.0108024197083989,CDK1;NEK2;TTK;MARK4;AURKA,736202
10,Apical Junction,0.0108024197083989,KCNH2;SYK;CDH11;MAPK14;EGFR,736202
11,KRAS Signaling Up,0.0108024197083989,MAP4K1;CA2;PTGS2;EPHB2;CTSS,736202
12,DNA Repair,0.020495344865899,POLE4;LIG1;HPRT1;ADA,736202
13,TNF-alpha Signaling via NF-kB,0.0391588646160033,MAP2K3;PLK2;SIK1;PTGS2,736202
14,Estrogen Response Late,0.0391588646160033,RET;CA2;PGR;HPRT1,736202
15,mTORC1 Signaling,0.0391588646160033,MAP2K3;TBK1;HPRT1;AURKA,736202
16,Myc Targets V1,0.0391588646160033,HDAC2;RUVBL2;POLE3;HPRT1,736202
17,Glycolysis,0.0391588646160033,CDK1;MERTK;EGFR;AURKA,736202
0,Complement,0.00029810954037659255,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,736493
1,UV Response Up,0.00029810954037659255,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,736493
2,E2F Targets,0.0006734801215400478,POLE4;WEE1;MELK;CDK4;CHEK1;CDK1;DCK,736493
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,736493
4,UV Response Dn,0.0064372165468764,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,736493
5,PI3K/AKT/mTOR  Signaling,0.0130609125239475,CDK4;LCK;CDK1;EGFR,736493
6,G2-M Checkpoint,0.0151418532664738,CDK4;CHEK1;CDK1;TTK;MAPK14,736493
7,Apical Junction,0.0151418532664738,KCNH2;SYK;CDH11;MAPK14;EGFR,736493
8,KRAS Signaling Up,0.0151418532664738,MAP4K1;CA2;PTGS2;EPHB2;CTSS,736493
9,DNA Repair,0.028010304650062,POLE4;POLB;HPRT1;ADA,736493
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,736624
1,UV Response Up,0.00029810954037659255,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,736624
2,E2F Targets,0.0006734801215400478,POLE4;WEE1;MELK;CHEK1;CDK1;DCK;AURKA,736624
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,736624
4,PI3K/AKT/mTOR  Signaling,0.0015063047211349,MAP2K3;LCK;CDK1;RAF1;EGFR,736624
5,G2-M Checkpoint,0.0029697461326888,CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,736624
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,736624
7,Spermatogenesis,0.003004149899123,CDK1;NEK2;TTK;HSPA2;AURKA,736624
8,UV Response Dn,0.0035762314149313,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,736624
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,736624
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,736624
11,Mitotic Spindle,0.0463128879593117,CDK1;NEK2;TTK;AURKA,736624
12,IL-2/STAT5 Signaling,0.0463128879593117,CA2;PIM1;AHR;HIPK2,736624
13,TNF-alpha Signaling via NF-kB,0.0463128879593117,MAP2K3;PLK2;SIK1;PTGS2,736624
14,Estrogen Response Late,0.0463128879593117,RET;CA2;PGR;HPRT1,736624
15,Glycolysis,0.0463128879593117,CDK1;MERTK;EGFR;AURKA,736624
0,Complement,0.0001473202678322468,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,737518
1,E2F Targets,0.0001473202678322468,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,737518
2,UV Response Up,0.00019389238398477565,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;HSPA2,737518
3,Allograft Rejection,0.0006570537771122417,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,737518
4,Xenobiotic Metabolism,0.0040562386202579,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,737518
5,UV Response Dn,0.0052335093877044,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,737518
6,G2-M Checkpoint,0.0147725397721695,CHEK1;CDK1;TTK;MAPK14;AURKA,737518
7,Apical Junction,0.0147725397721695,KCNH2;SYK;CDH11;MAPK14;EGFR,737518
8,KRAS Signaling Up,0.0147725397721695,MAP4K1;CA2;PTGS2;EPHB2;CTSS,737518
9,Spermatogenesis,0.0188893349757266,CDK1;TTK;HSPA2;AURKA,737518
10,DNA Repair,0.0248428422616958,POLE4;LIG1;HPRT1;ADA,737518
11,Androgen Response,0.0460725261082126,STK39;PTK2B;MERTK,737518
12,PI3K/AKT/mTOR  Signaling,0.0481955256812349,LCK;CDK1;EGFR,737518
13,Estrogen Response Late,0.0481955256812349,RET;CA2;PGR;HPRT1,737518
14,Glycolysis,0.0481955256812349,CDK1;MERTK;EGFR;AURKA,737518
0,E2F Targets,2.9709136597882687e-05,POLE4;PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,740268
1,Complement,0.00015100327452805296,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,740268
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,740268
3,G2-M Checkpoint,0.0005387840972320382,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,740268
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,740268
5,Xenobiotic Metabolism,0.0034333141704263,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,740268
6,Spermatogenesis,0.0034333141704263,CDK1;NEK2;TTK;HSPA2;AURKA,740268
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,740268
8,PI3K/AKT/mTOR  Signaling,0.008707275015965,MAP2K3;LCK;CDK1;EGFR,740268
9,Estrogen Response Late,0.0113563899498553,PLK4;RET;CA2;PGR;HPRT1,740268
10,Apical Junction,0.0113563899498553,KCNH2;SYK;CDH11;MAPK14;EGFR,740268
11,KRAS Signaling Up,0.0113563899498553,MAP4K1;CA2;PTGS2;EPHB2;CTSS,740268
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,740268
13,Androgen Response,0.0404780050807868,STK39;PTK2B;MERTK,740268
14,Mitotic Spindle,0.0435886004322933,CDK1;NEK2;TTK;AURKA,740268
15,TNF-alpha Signaling via NF-kB,0.0435886004322933,MAP2K3;PLK2;SIK1;PTGS2,740268
16,Glycolysis,0.0435886004322933,CDK1;MERTK;EGFR;AURKA,740268
0,Complement,1.4854568298941343e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,740521
1,E2F Targets,1.4854568298941343e-05,POLE4;PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,740521
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;HSPA2,740521
3,G2-M Checkpoint,0.0005387840972320382,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,740521
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,740521
5,PI3K/AKT/mTOR  Signaling,0.0012552539342791,MAP2K3;LCK;CDK1;RAF1;EGFR,740521
6,Apical Junction,0.0025985278661027,KCNH2;MAP4K2;SYK;CDH11;MAPK14;EGFR,740521
7,Xenobiotic Metabolism,0.0025985278661027,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,740521
8,Spermatogenesis,0.0026703554658871,CDK1;NEK2;TTK;HSPA2;AURKA,740521
9,UV Response Dn,0.0032186082734382,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,740521
10,Estrogen Response Late,0.0113563899498553,PLK4;RET;CA2;PGR;HPRT1,740521
11,KRAS Signaling Up,0.0113563899498553,MAP4K1;CA2;PTGS2;EPHB2;CTSS,740521
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,740521
13,Androgen Response,0.0404780050807868,STK39;PTK2B;MERTK,740521
14,Mitotic Spindle,0.0411670115193881,CDK1;NEK2;TTK;AURKA,740521
15,IL-2/STAT5 Signaling,0.0411670115193881,CA2;PIM1;AHR;HIPK2,740521
16,TNF-alpha Signaling via NF-kB,0.0411670115193881,MAP2K3;PLK2;SIK1;PTGS2,740521
17,Glycolysis,0.0411670115193881,CDK1;MERTK;EGFR;AURKA,740521
0,Complement,2.753529733462298e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,740645
1,UV Response Up,0.0027148647564638,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,740645
2,Allograft Rejection,0.0064223778154084,MAP4K1;ITK;ZAP70;LCK;ITGAL;CTSS,740645
3,UV Response Dn,0.0074577508774788,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,740645
4,E2F Targets,0.0210508691753416,WEE1;MELK;CHEK1;CDK1;DCK,740645
5,KRAS Signaling Up,0.0210508691753416,MAP4K1;CA2;PTGS2;EPHB2;CTSS,740645
0,Epithelial Mesenchymal Transition,0.044871589557965,COL3A1;MMP1;MGP;MMP3;BGN,747856
1,Allograft Rejection,0.044871589557965,SIT1;IL2RG;CD3E;CD3D;ELANE,747856
0,Allograft Rejection,0.0017083398204918,CD8B;SIT1;IL1B;CD7;IL2RG;CD3E;ELANE,752840
1,Epithelial Mesenchymal Transition,0.0432096788335959,COL3A1;MMP1;MGP;MMP3;BGN,752840
0,Allograft Rejection,0.0015769290650693,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,753686
0,Allograft Rejection,0.0131827755158384,SIT1;IL1B;CD7;CD3E;CD3D;ELANE,754230
0,Epithelial Mesenchymal Transition,0.0001988823615735332,SFRP4;POSTN;COL3A1;COL1A2;MMP1;MGP;MMP3;BGN,754365
1,Allograft Rejection,0.0068449026716853,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,754365
2,Angiogenesis,0.0069135933023994,POSTN;COL3A1;PRG2,754365
0,PI3K/AKT/mTOR  Signaling,2.1994817084078163e-06,MAP2K3;CDK4;LCK;MKNK1;RPS6KA1;CDK1;RAF1;EGFR,754366
1,Complement,9.661507836709818e-06,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,754366
2,E2F Targets,9.661507836709818e-06,PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,754366
3,UV Response Up,1.2771475994252643e-05,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;TYRO3;HSPA2,754366
4,G2-M Checkpoint,5.892810713289872e-05,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,754366
5,Allograft Rejection,0.0004380358514081612,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,754366
6,Xenobiotic Metabolism,0.0028973133001842,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,754366
7,Spermatogenesis,0.0029308779503639,CDK1;NEK2;TTK;HSPA2;AURKA,754366
8,UV Response Dn,0.0034890062584696,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,754366
9,Estrogen Response Late,0.0110794048291271,PLK4;RET;CA2;PGR;HPRT1,754366
10,Apical Junction,0.0110794048291271,KCNH2;SYK;CDH11;MAPK14;EGFR,754366
11,KRAS Signaling Up,0.0110794048291271,MAP4K1;CA2;PTGS2;EPHB2;CTSS,754366
12,Mitotic Spindle,0.0425254638363837,CDK1;NEK2;TTK;AURKA,754366
13,TNF-alpha Signaling via NF-kB,0.0425254638363837,MAP2K3;PLK2;SIK1;PTGS2,754366
14,Myc Targets V1,0.0425254638363837,HDAC2;CDK4;RUVBL2;HPRT1,754366
15,Inflammatory Response,0.0425254638363837,AXL;LCK;AHR;RAF1,754366
16,Glycolysis,0.0425254638363837,CDK1;MERTK;EGFR;AURKA,754366
0,Allograft Rejection,0.001774045198203,CD8B;SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,754771
1,Epithelial Mesenchymal Transition,0.044871589557965,COL3A1;MMP1;MGP;MMP3;BGN,754771
0,Estrogen Response Late,0.0465335002823341,TOP2A;SERPINA3;TFF3;TFF1;PRLR,755384
1,Allograft Rejection,0.0465335002823341,IL1B;CD7;CD3E;CD3D;ELANE,755384
0,Complement,2.898452351012945e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,755841
1,UV Response Up,0.0002908385759771635,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;HSPA2,755841
2,E2F Targets,0.0006570537771122417,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,755841
3,Allograft Rejection,0.0006570537771122417,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,755841
4,Xenobiotic Metabolism,0.0040562386202579,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,755841
5,UV Response Dn,0.0052335093877044,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,755841
6,PI3K/AKT/mTOR  Signaling,0.0109220174416286,MAP2K3;LCK;CDK1;EGFR,755841
7,G2-M Checkpoint,0.0132952857949526,CHEK1;CDK1;NEK2;TTK;MAPK14,755841
8,Apical Junction,0.0132952857949526,KCNH2;SYK;CDH11;MAPK14;EGFR,755841
9,KRAS Signaling Up,0.0132952857949526,MAP4K1;CA2;PTGS2;EPHB2;CTSS,755841
10,Spermatogenesis,0.017172122705206,CDK1;NEK2;TTK;HSPA2,755841
11,DNA Repair,0.0227726054065545,POLE4;LIG1;HPRT1;ADA,755841
12,IL-2/STAT5 Signaling,0.0481955256812349,CA2;PIM1;AHR;HIPK2,755841
13,TNF-alpha Signaling via NF-kB,0.0481955256812349,MAP2K3;PLK2;SIK1;PTGS2,755841
14,Estrogen Response Late,0.0481955256812349,RET;CA2;PGR;HPRT1,755841
0,Epithelial Mesenchymal Transition,0.0068449026716853,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,755880
1,Allograft Rejection,0.0068449026716853,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,755880
2,Angiogenesis,0.0069135933023994,POSTN;COL3A1;PRG2,755880
0,Allograft Rejection,0.0141968351709029,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,755985
1,Epithelial Mesenchymal Transition,0.0465335002823341,COL3A1;MMP1;MGP;MMP3;BGN,755985
0,Allograft Rejection,0.0147038649984352,CD8B;SIT1;CD7;CD3E;CD3D;ELANE,756660
0,Allograft Rejection,0.0007884645325346902,CD8B;SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,756717
1,Epithelial Mesenchymal Transition,0.0007884645325346902,SFRP4;POSTN;COL3A1;MMP1;MGP;MMP3;BGN,756717
2,Angiogenesis,0.0061454162687994,POSTN;COL3A1;PRG2,756717
0,Allograft Rejection,0.001774045198203,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,757036
1,Epithelial Mesenchymal Transition,0.044871589557965,COL3A1;MMP1;MGP;MMP3;BGN,757036
0,Complement,2.898452351012945e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,757087
1,E2F Targets,0.0008760717028163224,WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,757087
2,Allograft Rejection,0.0008760717028163224,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,757087
3,UV Response Up,0.0014288761876125,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,757087
4,G2-M Checkpoint,0.0039078372671519,CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,757087
5,Spermatogenesis,0.0039078372671519,CDK1;NEK2;TTK;HSPA2;AURKA,757087
6,UV Response Dn,0.0044858651894609,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,757087
7,PI3K/AKT/mTOR  Signaling,0.009556765261425,LCK;CDK1;RAF1;EGFR,757087
10,KRAS Signaling Up,0.0120866234499569,MAP4K1;CA2;PTGS2;EPHB2;CTSS,757087
8,Apical Junction,0.0120866234499569,KCNH2;SYK;CDH11;MAPK14;EGFR,757087
9,Xenobiotic Metabolism,0.0120866234499569,ALDH2;CA2;AKR1C3;HPRT1;ESR1,757087
15,Inflammatory Response,0.0425254638363837,AXL;LCK;AHR;RAF1,757087
11,Androgen Response,0.0425254638363837,STK39;PTK2B;MERTK,757087
12,Mitotic Spindle,0.0425254638363837,CDK1;NEK2;TTK;AURKA,757087
13,IL-2/STAT5 Signaling,0.0425254638363837,CA2;PIM1;AHR;HIPK2,757087
14,Estrogen Response Late,0.0425254638363837,RET;CA2;PGR;HPRT1,757087
16,Glycolysis,0.0425254638363837,CDK1;MERTK;EGFR;AURKA,757087
0,Complement,0.00028727452227288126,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,757098
1,E2F Targets,0.0012812548653688,POLE4;WEE1;MELK;CHEK1;CDK1;DCK;AURKA,757098
2,UV Response Up,0.0018575390438963,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,757098
3,Xenobiotic Metabolism,0.0039548326547515,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,757098
4,Allograft Rejection,0.0039548326547515,MAP4K1;ITK;ZAP70;LCK;ITGAL;CTSS,757098
5,UV Response Dn,0.0051026716530118,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,757098
6,G2-M Checkpoint,0.0162036295625984,CHEK1;CDK1;TTK;MAPK14;AURKA,757098
7,KRAS Signaling Up,0.0162036295625984,MAP4K1;CA2;PTGS2;EPHB2;CTSS,757098
8,Spermatogenesis,0.0204634462237038,CDK1;TTK;HSPA2;AURKA,757098
0,Complement,2.898452351012945e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,757348
1,E2F Targets,0.0001473202678322468,POLE4;PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,757348
2,UV Response Up,0.00019389238398477565,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;HSPA2,757348
3,Allograft Rejection,0.0006570537771122417,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,757348
4,PI3K/AKT/mTOR  Signaling,0.001469565581595,LCK;RPS6KA1;CDK1;RAF1;EGFR,757348
5,G2-M Checkpoint,0.0028973133001842,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14,757348
6,Xenobiotic Metabolism,0.0028973133001842,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,757348
7,UV Response Dn,0.0039251320407783,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,757348
8,Estrogen Response Late,0.0120866234499569,PLK4;RET;CA2;PGR;HPRT1,757348
9,Apical Junction,0.0120866234499569,KCNH2;SYK;CDH11;MAPK14;EGFR,757348
10,KRAS Signaling Up,0.0120866234499569,MAP4K1;CA2;PTGS2;EPHB2;CTSS,757348
11,Spermatogenesis,0.0157411124797721,CDK1;NEK2;TTK;HSPA2,757348
12,DNA Repair,0.0210208665291272,POLE4;LIG1;HPRT1;ADA,757348
0,Allograft Rejection,0.00020624837496514552,CD8B;SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,757804
1,Epithelial Mesenchymal Transition,0.0465335002823341,COL3A1;MMP1;MGP;MMP3;BGN,757804
0,Allograft Rejection,0.0141968351709029,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,758251
1,Epithelial Mesenchymal Transition,0.0465335002823341,COL3A1;MMP1;MGP;MMP3;BGN,758251
0,Epithelial Mesenchymal Transition,0.0068449026716853,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,758255
1,Allograft Rejection,0.0068449026716853,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,758255
2,Angiogenesis,0.0069135933023994,POSTN;COL3A1;PRG2,758255
0,Allograft Rejection,0.0019054559536255,CD8B;SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,758423
1,Epithelial Mesenchymal Transition,0.0073519324992176,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,758423
2,Angiogenesis,0.0074257113247993,POSTN;COL3A1;PRG2,758423
3,KRAS Signaling Up,0.0240977055033516,SERPINA3;ABCB1;FCER1G;IGF2;IL2RG,758423
0,Allograft Rejection,0.0020368667090479,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,758612
1,IL-6/JAK/STAT3 Signaling,0.0147726960761609,IL1B;PLA2G2A;IL2RG;A2M,758612
2,KRAS Signaling Up,0.0343461549702942,SERPINA3;FCER1G;IL1B;ALDH1A2;IL2RG,758612
0,Epithelial Mesenchymal Transition,0.0078589623267498,POSTN;COL3A1;COL1A2;MMP1;MMP3;BGN,758667
1,Allograft Rejection,0.0078589623267498,CD8B;SIT1;IL2RG;CD3E;CD3D;ELANE,758667
2,Angiogenesis,0.0079378293471993,POSTN;COL3A1;PRG2,758667
0,Complement,0.00029810954037659255,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,758671
1,UV Response Up,0.00029810954037659255,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,758671
2,E2F Targets,0.0006734801215400478,POLE4;PLK4;WEE1;MELK;CHEK1;CDK1;DCK,758671
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,758671
4,Xenobiotic Metabolism,0.0041576445857644,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,758671
5,UV Response Dn,0.005364347122397,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,758671
6,PI3K/AKT/mTOR  Signaling,0.0111950678776693,MAP2K3;LCK;CDK1;EGFR,758671
7,G2-M Checkpoint,0.0123887890362058,PLK4;CHEK1;CDK1;TTK;MAPK14,758671
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,758671
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,758671
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,758671
11,Androgen Response,0.0472243392609179,STK39;PTK2B;MERTK,758671
0,Allograft Rejection,0.00021361438835675785,CD8B;SIT1;CD7;IL2RG;CD3E;ITGAL;CD3D;ELANE,758706
1,Epithelial Mesenchymal Transition,0.0073519324992176,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,758706
2,Angiogenesis,0.0074257113247993,POSTN;COL3A1;PRG2,758706
0,Epithelial Mesenchymal Transition,0.044871589557965,COL3A1;MMP1;MGP;MMP3;BGN,759155
1,Allograft Rejection,0.044871589557965,SIT1;CD7;CD3E;CD3D;ELANE,759155
0,Epithelial Mesenchymal Transition,0.0099863014367991,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,759263
1,Angiogenesis,0.0099863014367991,POSTN;COL3A1;PRG2,759263
2,Allograft Rejection,0.0288064525557306,SIT1;CD7;CD3E;CD3D;ELANE,759263
0,Epithelial Mesenchymal Transition,0.0076054474129837,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,759614
1,Allograft Rejection,0.0076054474129837,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,759614
2,Angiogenesis,0.0076817703359993,POSTN;COL3A1;PRG2,759614
0,Allograft Rejection,0.0018397505759142,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,759857
1,Epithelial Mesenchymal Transition,0.0070984175854514,SFRP4;COL3A1;MMP1;MGP;MMP3;BGN,759857
2,KRAS Signaling Up,0.031022333521556,SERPINA3;FCER1G;IL1B;TSPAN7;IL2RG,759857
0,Allograft Rejection,0.0121687158607739,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,759878
0,Complement,0.0002835676115777344,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,760419
1,UV Response Up,0.0002835676115777344,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,760419
2,Allograft Rejection,0.0008541699102459143,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,760419
3,Apical Junction,0.0032956938789596,KCNH2;MAP4K2;SYK;CDH11;MAPK14;EGFR,760419
4,E2F Targets,0.0032956938789596,WEE1;MELK;CHEK1;CDK1;DCK;AURKA,760419
5,Xenobiotic Metabolism,0.0032956938789596,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,760419
6,UV Response Dn,0.0043737185597244,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,760419
7,G2-M Checkpoint,0.0144032262778653,CHEK1;CDK1;TTK;MAPK14;AURKA,760419
8,KRAS Signaling Up,0.0144032262778653,MAP4K1;CA2;PTGS2;EPHB2;CTSS,760419
9,Spermatogenesis,0.0184171016013334,CDK1;TTK;HSPA2;AURKA,760419
10,Androgen Response,0.0490044141332807,STK39;PTK2B;MERTK,760419
0,Complement,2.4673931979253548e-06,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS;PIK3CG,760764
