Drug,Cell
BMS-754807,EM-2
ETP-45835,SKN
Cabozantinib,COLO-205
Phenformin,D-263MG
Rucaparib,A2058
T0901317,K5
VX-11e,A673
Rucaparib,CW-2
SB216763,KYSE-70
Salubrinal,CL-11
Imatinib,TE-441-T
UNC0638_245,LC-1-sq
JQ12,D-566MG
Masitinib,KYSE-220
QL-X-138,GI-1
BIX02189,HT-144
Tretinoin,MZ2-MEL
AZD8931,TC-YIK
GSK1059615,DAN-G
MIM1,OCI-M1
Ruxolitinib,CHSA8926
BIBF-1120,SW780
I-BET-762,D-247MG
Parthenolide,D-247MG
TWS119,PL-21
CCT-018159,BHY
Pevonedistat,EW-13
Nilotinib,NCI-H2023
Erlotinib,D-542MG
Tipifarnib,NCI-H647
CUDC-101,RKN
AST-1306,HC-1
CD532,COR-L303
AZD6482_1066,Hep3B2-1-7
Wnt-C59,U-87-MG
Methotrexate,JHU-022
Refametinib_1014,TGBC24TKB
CGP-082996,H9
Doxorubicin_1386,U-266
BAY-61-3606,OCI-AML5
UNC1215,JIMT-1
Entinostat,LB1047-RCC
5-Fluorouracil,L-540
(5Z)-7-Oxozeaenol,VMRC-LCD
PF-562271,SUIT-2
UNC0642,RT4
Refametinib_1014,MFE-296
Embelin,ALL-PO
Avagacestat_205,SW756
Sorafenib,HAL-01
BAY-61-3606,HCT-116
kb NB 142-70,NCI-H1993
Sphingosine Kinase 1 Inhibitor II,OVISE
Motesanib,LN-18
AZD6094,NCI-H522
Talazoparib,EBC-1
Cabozantinib,KYSE-450
ZSTK474,LB2241-RCC
WH-4-023,PL-21
GSK269962A_127,NB10
Masitinib,RCC-JW
PI-103,WM278
QS11,OAW-28
Refametinib_1526,COR-L321
Refametinib_1014,YH-13
UNC0642,EW-16
BIBF-1120,DK-MG
Imatinib,GAK
BAY-61-3606,NCI-H1694
TWS119,A3-KAW
Bicalutamide_1502,BFTC-905
TWS119,BB65-RCC
GW441756,PCI-30
Dabrafenib,VCaP
LCL161,no-11
MIM1,Ramos-2G6-4C10
CP724714,CCK-81
AZD8931,EM-2
Amuvatinib,SU-DHL-10
NSC-87877,SW626
Tipifarnib,BE-13
A-83-01,NOMO-1
Nilotinib,BC-1
AZD3514,A673
Sphingosine Kinase 1 Inhibitor II,TE-6
CMK,BE2-M17
Bicalutamide_1502,AN3-CA
Shikonin,MDA-MB-436
AT7867,BHT-101
Tozasertib,MPP-89
IC-87114,EMC-BAC-1
Bleomycin,KYSE-450
Sorafenib,NCI-H716
SB216763,AMO-1
AS605240,KM12
Sepantronium bromide,KM-H2
JQ12,KM-H2
LFM-A13,JVM-2
Nilotinib,SW1417
BMS-509744,KCL-22
Tretinoin,CL-11
NSC-87877,Hs-940-T
UNC0638_1236,CML-T1
Salubrinal,DSH1
AZD6738,DMS-79
CAY10603,U031
BMS-345541,AU565
Nilotinib,MDST8
UNC0642,TGW
I-BET-762,NCI-H2085
JQ12,NCI-H720
BIBF-1120,HSC-3
PFI-3,GAK
Linifanib,JHU-022
Cabozantinib,NCI-H522
AT7867,SK-LU-1
Phenformin,MOLP-8
AS605240,DB
IMD-0354,NCI-H1793
PF-562271,BT-483
UNC0638_245,LB831-BLC
HG-5-113-01,NCI-H716
Refametinib_1014,KCL-22
LFM-A13,RCM-1
FMK,OE33
Ruxolitinib,RCC-MF
AST-1306,DND-41
SB216763,SK-MES-1
Bosutinib,NCI-H1993
Talazoparib,Hs-578-T
LFM-A13,MFH-ino
AZD8931,NCI-H1869
GSK650394,HCC1428
MK-2206,MOLT-13
Parthenolide,L-540
IOX2,NCI-H727
SL0101,ST486
5-Fluorouracil,CW-2
VX-11e,NCI-H2030
JW-7-24-1,SK-N-AS
AZD4547_1135,TE-6
BAY-MPS-combo 2 (paclitaxel 1 uM),SCH
AT-7519,KP-3
EHT-1864,OSC-19
BAY-MPS-combo 2 (paclitaxel 1 uM),D-392MG
Piperlongumine,LB1047-RCC
Etoposide,KMOE-2
kb NB 142-70,Hs-940-T
ETP-45835,SK-N-FI
Enzastaurin,EMC-BAC-1
CCT-018159,SK-MEL-5
XMD11-85h,KYSE-410
AT7867,U-2-OS
NU7441,WM278
AZD3514,P32-ISH
Cisplatin_1496,ES5
AGI-6780,PWR-1E
Tivozanib,FTC-133
XAV939,EHEB
Bleomycin,YAPC
GW441756,HCT-15
GNF-2,MHH-PREB-1
IC-87114,BL-41
IC-87114,MHH-PREB-1
T0901317,KURAMOCHI
LFM-A13,NCI-H64
GW441756,PA-1
UNC0638_1236,NB5
AST-1306,SK-ES-1
XMD13-2,LU-134-A
GSK690693,TCCSUP
Etoposide,UM-UC-3
MK-2206,SW780
Embelin,NCI-H1694
Rucaparib,MS-1
NSC-87877,SK-HEP-1
Motesanib,CL-11
XAV939,L-540
Cisplatin_1496,HCC1428
SB216763,MFM-223
FR-180204,ETK-1
XMD13-2,KYSE-450
A-83-01,A673
Dabrafenib,Ramos-2G6-4C10
Zibotentan,HCC1395
BMS-754807,CCK-81
Avagacestat_1072,PC-14
T0901317,SK-N-AS
Sphingosine Kinase 1 Inhibitor II,KYSE-410
GW441756,ALL-PO
Phenformin,OCUB-M
VX-11e,MCF7
AZD6482_1066,PCI-30
Bleomycin (50 uM),TGBC24TKB
BAY-MPS-combo-1 (paclitaxel 5 uM),BE2-M17
AZD6482_156,SK-ES-1
AZD6482_156,NUGC-4
Refametinib_1526,OC-314
Ponatinib,MDA-MB-468
Ispinesib Mesylate,NCI-H1793
AZD6094,Saos-2
Doxorubicin_1386,ZR-75-30
Cytarabine,KNS-42
Lapatinib,GCIY
AZD6482_1066,NCI-H522
PF-562271,TGBC11TKB
Salubrinal,MLMA
RO-3306,SK-MEL-30
TWS119,NOMO-1
Enzastaurin,NMC-G1
I-BET-151,SK-N-AS
UNC0642,SUIT-2
BAY-MPS-combo 2 (paclitaxel 1 uM),Farage
WHI-P97,LB2518-MEL
Afatinib_1032,EHEB
LFM-A13,SK-MEL-5
Etoposide,COR-L23
PI-103,TK10
Talazoparib,Detroit562
Avagacestat_205,RPMI-6666
IMD-0354,SF539
UNC0638_245,AU565
Bleomycin,CL-11
WH-4-023,NCI-H1963
UNC0642,JHOS-2
Bleomycin,OE19
ETP-45835,MZ1-PC
Wnt-C59,SISO
AZD8835,MZ1-PC
AST-1306,Hs-578-T
WHI-P97,AN3-CA
A-83-01,A172
ZSTK474,RPMI-8226
Veliparib,IA-LM
BAY-61-3606,A2058
Linifanib,KMOE-2
UNC0642,K5
Apitolisib,LS-123
SU11274,EW-13
Ruxolitinib,SNU-C1
JQ12,A673
QS11,SK-N-AS
SB216763,MLMA
Veliparib,MFE-319
BIX02189,SU-DHL-10
Parthenolide,TE-15
5-Fluorouracil,D-263MG
GSK690693,MDA-MB-453
AZD8055,SK-MEL-31
Avagacestat_205,NCI-H661
CCT-018159,P32-ISH
STF-62247,BT-483
Tivozanib,KP-2
Rucaparib,CHSA8926
WYE-125132,OVCAR-5
ZM447439,SiHa
I-BET-762,H4
Veliparib,TE-12
AT7867,HCT-116
PFI-3,EN
Wee1 Inhibitor,HOP-92
SB216763,BFTC-905
LFM-A13,Detroit562
CP724714,FU-OV-1
Bicalutamide_1502,SK-ES-1
Pevonedistat,NCI-H211
BAY-61-3606,HCC1187
ETP-45835,SUIT-2
AZD4547_1135,TK10
UNC0638_245,NCI-H2085
UNC1215,KYSE-220
GSK650394,HOP-92
PFI-1,NCI-H1694
MK-2206,ASH-3
CCT-018159,SISO
Apitolisib,NCI-H1770
Linifanib,NCI-H2170
5-Fluorouracil,NCI-H1793
GW-2580,Hs-578-T
GSK650394,MS-1
I-BET-762,VCaP
Wee1 Inhibitor,K5
Avagacestat_205,NUGC-3
SL0101,KP-4
SL0101,HCT-15
AZD8835,HCC1954
Bicalutamide_1502,YH-13
ZSTK474,C3A
BMS-509744,SK-MEL-2
AS605240,MDA-MB-453
PF-562271,OC-314
ETP-45835,KYSE-70
Cabozantinib,RKN
Talazoparib,WIL2-NS
Cabozantinib,SW626
Amuvatinib,SW1417
XMD13-2,NCI-H2085
Veliparib,KP-2
Apitolisib,NCI-H1869
GW441756,RCC-AB
Phenformin,PL-21
Cisplatin_1496,ES-2
Sorafenib,LB1047-RCC
Refametinib_1526,SNG-M
VX-702,YAPC
RO-3306,SUP-B8
XAV939,KM-H2
Quizartinib,HH
BIX02189,Hs-940-T
PI-103,RERF-LC-MS
Obatoclax Mesylate,SCH
IPA-3,HEC-1
LDN-193189,JHOS-4
Rucaparib,NCI-H196
Motesanib,JVM-2
ZSTK474,HT-144
Selisistat,ARH-77
PHA-793887,NCI-H209
JQ12,THP-1
EHT-1864,KYSE-450
Wnt-C59,MKN28
BMS-536924_1091,SK-MEL-24
XMD13-2,CP50-MEL-B
UNC0638_245,LU-134-A
GSK1059615,HCC-15
LFM-A13,Daudi
Nilotinib,LB1047-RCC
XMD13-2,MOLT-13
BAY-MPS-combo 2 (paclitaxel 1 uM),ALL-PO
UNC0638_245,A101D
Avagacestat_1072,ESS-1
Bicalutamide_1502,OVCAR-5
5-Fluorouracil,NCI-H64
Nilotinib,HCC1187
Wee1 Inhibitor,LU-134-A
GW441756,DEL
UNC0638_1236,NB10
Cisplatin_1496,JVM-3
TWS119,SNU-475
UNC0638_245,Hs-445
UNC1215,NCI-H1770
XAV939,BE2-M17
Lapatinib,DEL
TWS119,MPP-89
Veliparib,KYSE-50
FMK,HCT-15
Ponatinib,NCI-H82
IOX2,SK-MEL-31
LCL161,Hs-445
XMD11-85h,OC-314
Enzastaurin,AM-38
BIBF-1120,Farage
MIM1,FU-OV-1
Erlotinib,P30-OHK
Lapatinib,HAL-01
UNC0638_1236,CAL-72
Wee1 Inhibitor,CPC-N
BMS-509744,IM-9
GSK650394,NCI-H1770
AZD6482_1066,SK-ES-1
I-BET-762,LB771-HNC
Zibotentan,SiHa
I-BET-762,DMS-53
Shikonin,HCC1187
(5Z)-7-Oxozeaenol,SK-MM-2
FMK,HCC1599
ETP-45835,NCI-H1944
SU11274,KP-3
WYE-125132,U-87-MG
BAY-61-3606,SCC-4
AZD3514,JVM-2
Amuvatinib,MDA-MB-231
PIK-93,GCIY
AT-7519,HSC-3
FH535,SU-DHL-16
BIBF-1120,EMC-BAC-1
CGP-082996,IST-MES1
SB216763,PL4
Belinostat,NCI-H727
Tretinoin,RL
GSK1059615,MLMA
GW-2580,BT-483
XAV939,KNS-42
AZD3514,ROS-50
Afatinib_1032,no-11
CP724714,SU-DHL-5
AZD6482_156,COR-L23
LDN-193189,NCI-H446
CGP-082996,SK-MEL-2
LCL161,A375
SB216763,YAPC
Torin 2,SK-LU-1
CAY10603,FADU
Bleomycin,HC-1
UNC0638_1236,D-247MG
PF-4708671,NUGC-3
AT7867,NCI-H211
PIK-93,SK-MEL-24
PFI-1,CP66-MEL
Tivozanib,SW756
AZD4547_1135,NKM-1
Cisplatin_1496,LS-123
CP724714,DMS-273
ZM447439,KS-1
Ruxolitinib,LB1047-RCC
Quizartinib,SKN
AZD8931,MS-1
Cytarabine,LU-134-A
Motesanib,EPLC-272H
IPA-3,EVSA-T
BMS-536924_1091,SU-DHL-5
WHI-P97,HC-1
I-BET-762,KYSE-410
AGI-6780,BL-41
Etoposide,A388
Tretinoin,NCI-H1648
AST-1306,SU8686
Methotrexate,CP66-MEL
CAY10603,BHY
Rucaparib,TE-15
AZD6482_1066,SW982
CP724714,NB1
PIK-93,BFTC-905
PHA-793887,DK-MG
Tivozanib,SK-LU-1
Bosutinib,NCI-H1793
ETP-45835,A375
CGP-082996,TE-15
AZD3514,AN3-CA
Belinostat,SK-MES-1
Piperlongumine,CHSA8926
Tipifarnib,LP-1
kb NB 142-70,HC-1
AGI-6780,MOG-G-UVW
BIX02189,CPC-N
NU7441,NCI-H23
GSK1059615,KNS-62
Talazoparib,EVSA-T
SL0101,NCI-H2170
Nilotinib,NCI-H720
Avagacestat_205,U-266
AZD4547_1135,MZ1-PC
Embelin,NCI-H82
IC-87114,TE-6
Avagacestat_205,AN3-CA
Avagacestat_1072,OCI-M1
GW441756,TE-4
Sorafenib,SCH
RU-SKI 43,KU812
BAY-MPS-combo 2 (paclitaxel 1 uM),NCI-H720
XAV939,YH-13
Cabozantinib,SK-ES-1
JW-7-24-1,OSC-19
Ruxolitinib,HMV-II
LFM-A13,NCI-N87
JW-7-24-1,U251
A-83-01,DAN-G
CAY10603,SNG-M
FR-180204,LS-123
Amuvatinib,OV-90
Selisistat,U-118-MG
RU-SKI 43,COR-L311
CGP-082996,SK-ES-1
AZD4547_1135,SU-DHL-10
CCT-018159,SU8686
Cytarabine,MZ7-mel
TWS119,MKN28
AGI-6780,FU-OV-1
Piperlongumine,KNS-62
XMD8-85,CPC-N
AGI-6780,Ramos-2G6-4C10
Tipifarnib,HCC1954
Bicalutamide_1502,LN-18
JQ12,PL-21
GW-2580,OVCAR-5
Avagacestat_205,HSC-3
AGI-6780,NCI-H196
PF-4708671,U-698-M
BAY-MPS-combo-1 (paclitaxel 5 uM),SW156
Wee1 Inhibitor,MDA-MB-453
Methotrexate,KMRC-1
QL-X-138,LB1047-RCC
Bosutinib,TGW
Wnt-C59,ST486
UNC1215,MEL-JUSO
BAY-MPS-combo-1 (paclitaxel 5 uM),U-698-M
Bicalutamide_1502,H9
LFM-A13,NCI-H2030
AZD6482_1066,DEL
CP724714,CAL-33
Cisplatin_1005,SK-N-SH
AZD6094,NCI-H650
ZM447439,EN
Bleomycin,HSC-2
Wee1 Inhibitor,CHP-134
Amuvatinib,DAN-G
BMS-345541,NCI-H2085
AST-1306,TGBC11TKB
Nilotinib,TC-71
VX-11e,SCC-25
MIM1,NUGC-3
5-Fluorouracil,23132-87
Apitolisib,JEG-3
Cabozantinib,OVISE
Tretinoin,DMS-273
AZD6482_1066,CHP-212
Veliparib,NCI-H2009
BAY-61-3606,A549
PFI-1,ZR-75-30
kb NB 142-70,OSC-19
LFM-A13,NCI-H446
BIBF-1120,COR-L321
kb NB 142-70,NCI-H1869
Amuvatinib,MKN28
QS11,NOMO-1
Linifanib,SNU-423
T0901317,MCF7
Erlotinib,SLVL
NU7441,CCK-81
CP724714,DB
BIX02189,IA-LM
SU11274,KYSE-270
Tretinoin,NMC-G1
AZD8931,MFM-223
AZD6482_1066,SW13
AZD8055,SCC-25
GSK650394,no-11
PFI-1,MEL-JUSO
T0901317,PEO1
T0901317,OVCAR-3
AZD8835,UACC-257
FR-180204,DB
UNC1215,PCI-30
GW441756,HOP-62
BMS-536924_1091,CGTH-W-1
PFI-3,NB1
CAY10603,PEO1
AT7867,DEL
IPA-3,OCI-AML2
AZD3514,A375
T0901317,TE-12
Piperlongumine,NAMALWA
Veliparib,SK-N-FI
Dabrafenib,A388
AZD3514,SNU-C2B
GW441756,TCCSUP
VX-702,SW13
Sphingosine Kinase 1 Inhibitor II,NCI-H82
Veliparib,KYSE-150
Wnt-C59,NCI-H196
PFI-3,U-118-MG
AGI-6780,SJRH30
Ruxolitinib,SW756
Belinostat,SK-MG-1
FR-180204,NCI-H1975
Embelin,PCI-6A
Selisistat,23132-87
LCL161,SK-MM-2
Amuvatinib,LU-134-A
Dabrafenib,KYSE-450
T0901317,PE-CA-PJ15
Enzastaurin,A172
UNC0638_1236,OV-90
AZD6482_1066,SNU-C2B
Tozasertib,ROS-50
SB216763,KP-1N
AZD4547_1135,NCI-H196
Bleomycin,NCI-H1694
UNC0642,RS4-11
Embelin,NUGC-3
AZD6738,COR-L23
BIBF-1120,PL-21
5-Fluorouracil,SW962
FMK,DK-MG
FH535,OSC-19
AS605240,ES8
Bosutinib,EMC-BAC-1
LCL161,KMRC-1
QL-X-138,LB2241-RCC
FMK,D-392MG
STF-62247,U251
IC-87114,HT-144
Veliparib,NCI-H1944
kb NB 142-70,NCI-H211
Tretinoin,SK-MEL-2
GSK650394,JM1
Avagacestat_1072,COLO-205
CUDC-101,L-540
Selisistat,MKN45
I-BET-762,no-11
Pevonedistat,SCC-9
CCT-018159,CPC-N
T0901317,SK-MEL-28
XAV939,KELLY
Cisplatin_1005,KP-2
TWS119,SF539
Ruxolitinib,D-566MG
Refametinib_1014,EVSA-T
TWS119,NCI-H650
Linifanib,SUIT-2
Veliparib,NCI-H211
GNF-2,DJM-1
Avagacestat_1072,JHU-022
Imatinib,ALL-PO
NSC-87877,COR-L23
GW-2580,SK-MEL-30
Linifanib,MS-1
CUDC-101,NCI-H720
Piperlongumine,U-118-MG
WHI-P97,NCI-H727
QL-X-138,SW756
AZD8931,AN3-CA
JW-7-24-1,SW1088
PIK-93,HuP-T3
MIM1,BHY
PIK-93,JVM-2
GSK269962A_127,NB1
Cabozantinib,HEC-1
GSK690693,NCI-H1770
RU-SKI 43,SBC-3
I-BET-762,HCC1428
AST-1306,RKN
Motesanib,TE-4
AZD6094,D-542MG
Quizartinib,SNU-C2B
GSK690693,SW1990
Methotrexate,NCI-H661
Bosutinib,BE2-M17
AZD6482_1066,SUIT-2
Ponatinib,5637
T0901317,H4
GSK690693,DSH1
CP724714,AU565
AZD8835,D-263MG
5-Fluorouracil,OCI-M1
Bosutinib,ROS-50
Talazoparib,HA7-RCC
BMS-754807,WM278
UNC0638_245,NCI-H2030
SB216763,TOV-112D
STF-62247,SW982
CD532,LB771-HNC
CCT-018159,TCCSUP
IOX2,COLO-684
Linifanib,769-P
Tozasertib,NB10
Zibotentan,NCI-H1975
GW-2580,U-698-M
Bosutinib,SCC-25
CUDC-101,LN-18
BMS-345541,RCC-AB
I-BET-762,KMS-11
IPA-3,CAL-72
Obatoclax Mesylate,SiHa
AZD8055,NCI-H1573
IC-87114,NCI-H2135
RO-3306,BT-483
Masitinib,HuP-T3
TWS119,G-MEL
LCL161,DMS-53
IC-87114,HCC1187
Tivozanib,SNG-M
STF-62247,JURL-MK1
XAV939,SCH
Amuvatinib,D-263MG
GW-2580,SW13
Veliparib,BFTC-905
Motesanib,NCI-H2023
XMD13-2,JEG-3
CD532,CAL-33
IMD-0354,KM12
AZD6094,NCI-H211
TWS119,KP-1N
ETP-45835,MDA-MB-231
MIM1,TGW
AR-42,A253
PHA-793887,MCF7
CCT-018159,CHP-212
Bleomycin (50 uM),CW-2
Zibotentan,QIMR-WIL
AZD6094,HOP-92
AZD8835,KNS-62
(5Z)-7-Oxozeaenol,COLO-800
Piperlongumine,BHT-101
GW441756,PC-3
PIK-93,NCI-H1993
XMD13-2,IA-LM
Belinostat,DMS-79
Motesanib,COLO-680N
Cisplatin_1005,OAW-28
BMS-754807,KNS-42
Sorafenib,DSH1
NU7441,SNU-423
VX-702,NAMALWA
Rucaparib,ES8
HG-5-88-01,JHU-022
WHI-P97,NCI-H1573
PIK-93,MDST8
ZM447439,RT-112
Tipifarnib,SNU-475
CD532,IA-LM
Masitinib,A549
PIK-93,DMS-53
Wnt-C59,23132-87
AZD6094,SISO
BMS-509744,WIL2-NS
PFI-3,SF539
SU11274,U-2-OS
LCL161,KELLY
Talazoparib,C3A
ETP-45835,BL-41
SU11274,NCI-H1694
I-BET-762,NCI-H727
UNC1215,LS-180
IPA-3,SW756
RU-SKI 43,HH
5-Fluorouracil,JHU-022
SL0101,LS-123
ETP-45835,OCI-AML3
RO-3306,HMV-II
AST-1306,LB831-BLC
Wee1 Inhibitor,A673
BMS-536924_1091,HCC1428
Parthenolide,ST486
Ruxolitinib,WM278
Parthenolide,KMOE-2
Linifanib,HMV-II
Nilotinib,BL-41
AZD3514,SCC-9
Ponatinib,YAPC
AZD4547_1135,Saos-2
STF-62247,L-540
Bicalutamide_1502,DJM-1
Bicalutamide_1502,MHH-CALL-2
AZD8835,KMS-11
Tipifarnib,CHP-212
Wee1 Inhibitor,SW1710
Ruxolitinib,D-423MG
JW-7-24-1,G-MEL
Avagacestat_1072,RC-K8
Rucaparib,SW1990
UNC0642,OV-90
I-BET-762,SiHa
Cisplatin_1496,MHH-CALL-2
LCL161,TCCSUP
Rucaparib,RT-112
(5Z)-7-Oxozeaenol,Hs-445
PF-562271,NCI-H2085
Talazoparib,Daudi
Erlotinib,OCUB-M
FMK,JURL-MK1
JW-7-24-1,HCC70
PF-562271,BB65-RCC
GW-2580,PCI-38
WH-4-023,MLMA
Quizartinib,SK-ES-1
Sorafenib,QIMR-WIL
PFI-1,RT4
Pevonedistat,OVCA420
AZD6482_156,OCUM-1
IMD-0354,D-542MG
GSK1059615,EBC-1
PFI-1,OAW-28
LDN-193189,UMC-11
Methotrexate,KP-2
AZD8931,HOP-92
GSK650394,SU8686
MK-2206,TE-4
AS605240,OVCAR-5
UNC0638_1236,PC-14
AZD6738,NCI-H2085
Zibotentan,MPP-89
ZM447439,OE19
Cisplatin_1496,IMR-5
STF-62247,CL-11
Imatinib,SLVL
Bleomycin (50 uM),OCI-AML2
Enzastaurin,SK-MES-1
Phenformin,PEO1
Doxorubicin_1386,RC-K8
NU7441,NB10
PFI-3,SW13
Zibotentan,NUGC-4
Imatinib,GCIY
SB216763,ME-180
GW-2580,UACC-257
AS605240,Hs-578-T
CCT-018159,SK-LU-1
Methotrexate,NB5
XMD13-2,PANC-08-13
5-Fluorouracil,LU-139
Zibotentan,G-MEL
Dabrafenib,A673
GW-2580,OCI-AML2
XMD11-85h,JHOS-2
Selisistat,SK-HEP-1
XMD11-85h,LB771-HNC
AZD3514,MFE-296
BMS-345541,HCC-15
Enzastaurin,A2058
IOX2,NCI-H209
I-BET-762,HCC70
AT7867,SK-MEL-5
Cisplatin_1496,KNS-42
QL-XII-47_1155,ESS-1
MK-2206,IM-9
Cytarabine,U-87-MG
Phenformin,KYSE-150
Erlotinib,IST-MES1
I-BET-762,A101D
WHI-P97,U031
Refametinib_1014,RCC-MF
PHA-793887,NCI-H2085
Tretinoin,SBC-3
BMS-536924_1091,JHOS-2
Etoposide,HMV-II
5-Fluorouracil,VCaP
BAY-61-3606,A172
SL0101,RC-K8
AZD6482_156,PANC-10-05
AZD6482_156,RMG-I
Nilotinib,ALL-PO
WYE-125132,NCI-H1869
Bosutinib,D-542MG
SU11274,KYSE-220
Phenformin,ES-2
UNC0638_1236,MZ2-MEL
I-BET-762,NCI-H196
CAY10603,SUIT-2
MK-2206,DSH1
GW-2580,DMS-273
Quizartinib,RCC-AB
UNC0638_245,BT-483
Cisplatin_1005,D-263MG
Selisistat,OCUM-1
GSK269962A_127,LB771-HNC
WHI-P97,A3-KAW
MIM1,SNU-C1
IPA-3,CAL-33
Cytarabine,EW-13
Refametinib_1014,CAL-85-1
FH535,D-566MG
Rucaparib,DAN-G
FR-180204,SCC-9
CP724714,CHSA8926
AST-1306,PCI-38
Cisplatin_1496,KM12
5-Fluorouracil,SK-MES-1
WYE-125132,EBC-1
QL-X-138,CW-2
MIM1,H9
AZD6738,MHH-PREB-1
5-Fluorouracil,Hep3B2-1-7
JW-7-24-1,TCCSUP
AZD6738,TC-71
AZD6482_1066,BE2-M17
Veliparib,SNU-423
LFM-A13,SK-MEL-30
Veliparib,MHH-CALL-2
Rucaparib,SiHa
AT-7519,KURAMOCHI
BIBF-1120,OE19
Ruxolitinib,SUIT-2
XMD13-2,K2
CP724714,NB7
Nilotinib,HCC1395
GSK650394,NCI-H2085
AZD8835,K5
AZD8055,NCI-H835
AZD8835,RERF-LC-MS
I-BET-762,CPC-N
5-Fluorouracil,U-2-OS
PFI-1,KYSE-150
SB216763,KM12
JQ12,DND-41
T0901317,RT4
UNC0638_245,BB65-RCC
Motesanib,TCCSUP
PIK-93,NCI-H23
XAV939,A673
Tipifarnib,U-698-M
Bicalutamide_1502,SK-MEL-2
Avagacestat_205,JVM-3
BAY-MPS-combo-1 (paclitaxel 5 uM),Farage
Quizartinib,HCC1428
RU-SKI 43,SK-MEL-24
Omipalisib,NCI-H82
Linifanib,L-540
GW441756,NCI-H727
AZD8931,SU8686
BAY-61-3606,ES5
Afatinib_1032,A172
I-BET-762,LB2241-RCC
Amuvatinib,IMR-5
HG-5-88-01,EN
FH535,EPLC-272H
Tivozanib,NCI-H1838
AST-1306,NCI-H211
PF-562271,MS-1
EHT-1864,DND-41
GW441756,SAS
Sunitinib,TE-441-T
Etoposide,LB831-BLC
UNC1215,NCI-H1781
Dabrafenib,KMS-11
ETP-45835,SBC-3
STF-62247,OAW-28
AZD6482_1066,JEG-3
Tretinoin,JVM-2
Tretinoin,CAL-33
QS11,OCUB-M
Tipifarnib,H9
Avagacestat_1072,NCI-H1838
NU7441,EBC-1
IC-87114,BT-483
Cabozantinib,EMC-BAC-1
AZD6482_156,OVISE
AZD8835,MOLM-13
Cisplatin_1005,SBC-3
Ponatinib,HCC1428
5-Fluorouracil,OAW-28
Sphingosine Kinase 1 Inhibitor II,NCI-H1793
HG-5-113-01,SU-DHL-10
Cisplatin_1496,SK-MES-1
RU-SKI 43,LB831-BLC
Phenformin,NCI-H1048
Tozasertib,SK-MEL-1
PF-562271,NCI-N87
BIBF-1120,LS-123
Tretinoin,A388
JQ12,LB771-HNC
PFI-3,KMS-11
Belinostat,NCI-H1781
Cisplatin_1005,SUIT-2
AZD6482_156,SCC-4
BIX02189,RO82-W-1
Tivozanib,ETK-1
Erlotinib,SK-MEL-1
BIBF-1120,GI-1
GW441756,U-87-MG
FR-180204,SW962
STF-62247,A375
Veliparib,OCI-AML5
I-BET-762,RCC-MF
Selisistat,GAK
CCT-018159,KURAMOCHI
Rucaparib,DSH1
Wee1 Inhibitor,Mewo
IPA-3,OCI-AML5
AGI-6780,EVSA-T
T0901317,U251
AT-7519,MFM-223
AZD6094,Ramos-2G6-4C10
GNF-2,WIL2-NS
FMK,NCI-H82
Tivozanib,SK-MEL-30
Quizartinib,PANC-08-13
5-Fluorouracil,SUIT-2
BIX02189,Mewo
NU7441,PCI-38
GSK690693,PANC-08-13
UNC0638_245,KYSE-70
Sphingosine Kinase 1 Inhibitor II,CHP-212
Etoposide,MHH-PREB-1
LDN-193189,SAT
FMK,OPM-2
PF-4708671,SU8686
Sorafenib,AM-38
GSK1059615,YAPC
AZD8835,SU-DHL-16
PI-103,DSH1
UNC0642,SW1088
AT-7519,TK10
LCL161,DMS-273
Bicalutamide_1502,MDA-MB-468
BAY-MPS-combo-1 (paclitaxel 5 uM),YAPC
Dabrafenib,SK-N-FI
Tipifarnib,MFM-223
Tretinoin,H4
BMS-536924_1091,BHT-101
PF-562271,G-MEL
Amuvatinib,MDA-MB-330
CCT-018159,SUP-B8
FR-180204,SK-LU-1
UNC0638_245,JEG-3
I-BET-151,Calu-3
Cisplatin_1496,IGR-37
FMK,COLO-684
Bleomycin,HCC70
HG-5-88-01,SK-MEL-5
LFM-A13,SK-MEL-28
kb NB 142-70,NCI-H1770
AT-7519,HMV-II
Dabrafenib,U-118-MG
AGI-6780,NCI-H1648
Cytarabine,CAL-72
RU-SKI 43,OE19
Pevonedistat,PANC-10-05
AS605240,LB1047-RCC
I-BET-151,VMRC-LCD
AZD8055,MDA-MB-468
LDN-193189,NCI-H647
Apitolisib,MDST8
SL0101,NCI-H2342
AZD8835,BB65-RCC
Bicalutamide_1502,OAW-28
Bleomycin (50 uM),MFH-ino
Doxorubicin_1386,HCC202
Amuvatinib,ES-2
AST-1306,MCF7
Tipifarnib,P32-ISH
TWS119,L-1236
AZD8055,HCC2157
Quizartinib,BC-1
Wee1 Inhibitor,NCI-H2023
5-Fluorouracil,SK-N-SH
CP724714,FADU
XMD13-2,RCC-JW
AZD3514,KP-2
Refametinib_1526,TCCSUP
AGI-6780,SU-DHL-16
A-83-01,NCI-H1793
CP724714,COLO-800
MK-2206,TGBC11TKB
CUDC-101,TE-6
AZD6094,MFH-ino
UNC0638_1236,KMRC-1
BIX02189,RCC-MF
Imatinib,NAMALWA
Refametinib_1526,CHSA8926
LDN-193189,RCC-JW
Talazoparib,PCI-6A
IOX2,JVM-2
AZD6094,LP-1
AZD6094,EHEB
Cisplatin_1005,TCCSUP
